team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,61.011,20.989,0.208,0.316,0.506,0.77,1.0
DEN,52.498,29.502,0.113,0.224,0.38,0.633,0.998
CLE,52.53,29.47,0.103,0.191,0.385,0.693,0.999
MIL,49.367,32.633,0.101,0.179,0.306,0.589,0.988
PHO,47.18,34.82,0.077,0.162,0.276,0.465,0.827
MIN,55.094,26.906,0.063,0.132,0.272,0.552,1.0
OKC,53.529,28.471,0.057,0.116,0.245,0.546,0.998
LAC,52.059,29.941,0.051,0.125,0.26,0.525,0.988
PHI,46.459,35.541,0.04,0.084,0.202,0.449,0.94
NYK,48.521,33.479,0.037,0.09,0.217,0.485,0.976
NOP,48.202,33.798,0.028,0.07,0.162,0.362,0.86
IND,44.687,37.313,0.023,0.047,0.125,0.305,0.858
SAC,46.22,35.78,0.022,0.048,0.119,0.278,0.724
DAL,46.37,35.63,0.02,0.049,0.113,0.265,0.716
GSW,43.915,38.085,0.02,0.041,0.106,0.208,0.487
LAL,43.034,38.966,0.011,0.032,0.062,0.152,0.359
ORL,45.627,36.373,0.01,0.038,0.113,0.309,0.884
MIA,44.582,37.418,0.007,0.036,0.096,0.293,0.833
ATL,36.508,45.492,0.006,0.008,0.019,0.039,0.179
CHI,38.382,43.618,0.003,0.007,0.025,0.053,0.262
BRK,33.127,48.873,0.0,0.004,0.004,0.011,0.06
UTA,37.047,44.953,0.0,0.001,0.003,0.006,0.019
TOR,31.414,50.586,0.0,0.0,0.002,0.004,0.021
HOU,37.122,44.878,0.0,0.0,0.001,0.007,0.022
MEM,32.83,49.17,0.0,0.0,0.001,0.001,0.002
POR,24.828,57.172,0.0,0.0,0.0,0.0,0.0
CHO,23.821,58.179,0.0,0.0,0.0,0.0,0.0
SAS,19.739,62.261,0.0,0.0,0.0,0.0,0.0
WAS,17.44,64.56,0.0,0.0,0.0,0.0,0.0
DET,16.857,65.143,0.0,0.0,0.0,0.0,0.0
