team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.98,25.02,0.328,0.436,0.579,0.783,1.0
DEN,55.659,26.341,0.187,0.371,0.536,0.764,1.0
CLE,50.239,31.761,0.105,0.173,0.318,0.639,1.0
MEM,50.288,31.712,0.102,0.245,0.454,0.705,1.0
MIL,56.358,25.642,0.096,0.156,0.372,0.685,1.0
PHI,50.2,31.8,0.054,0.109,0.28,0.639,0.996
LAC,43.145,38.855,0.031,0.1,0.222,0.441,0.842
GSW,42.616,39.384,0.016,0.07,0.147,0.356,0.771
PHO,44.138,37.862,0.015,0.064,0.17,0.463,0.898
DAL,42.328,39.672,0.014,0.048,0.119,0.308,0.736
BRK,45.841,36.159,0.012,0.031,0.136,0.373,0.947
NYK,46.181,35.819,0.011,0.032,0.105,0.294,0.952
SAC,46.365,35.635,0.009,0.05,0.166,0.443,0.984
MIA,43.908,38.092,0.005,0.033,0.099,0.257,0.78
ATL,41.554,40.446,0.004,0.014,0.05,0.138,0.495
WAS,40.733,41.267,0.004,0.008,0.03,0.087,0.357
NOP,40.846,41.154,0.002,0.025,0.068,0.167,0.488
MIN,40.905,41.095,0.002,0.021,0.068,0.162,0.477
TOR,40.453,41.547,0.002,0.004,0.017,0.069,0.32
LAL,39.8,42.2,0.001,0.005,0.024,0.081,0.308
CHI,38.67,43.33,0.0,0.004,0.014,0.035,0.136
UTA,39.319,42.681,0.0,0.001,0.009,0.044,0.21
POR,38.786,43.214,0.0,0.0,0.015,0.044,0.178
OKC,37.908,44.092,0.0,0.0,0.002,0.022,0.108
IND,36.308,45.692,0.0,0.0,0.0,0.001,0.014
ORL,33.903,48.097,0.0,0.0,0.0,0.0,0.003
CHO,26.761,55.239,0.0,0.0,0.0,0.0,0.0
DET,20.808,61.192,0.0,0.0,0.0,0.0,0.0
SAS,20.076,61.924,0.0,0.0,0.0,0.0,0.0
HOU,18.924,63.076,0.0,0.0,0.0,0.0,0.0
