team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,64.044,17.956,0.25,0.344,0.486,0.742,1.0
MIL,51.784,30.216,0.113,0.185,0.392,0.643,1.0
DEN,56.415,25.585,0.101,0.212,0.353,0.613,1.0
CLE,48.784,33.216,0.077,0.149,0.297,0.616,1.0
PHO,47.75,34.25,0.067,0.142,0.261,0.44,0.817
OKC,56.43,25.57,0.054,0.122,0.258,0.536,1.0
MIN,55.825,26.175,0.052,0.124,0.247,0.521,1.0
NYK,48.088,33.912,0.044,0.089,0.224,0.518,0.99
LAC,51.575,30.425,0.039,0.098,0.213,0.494,0.995
PHI,44.205,37.795,0.035,0.066,0.163,0.324,0.832
NOP,48.851,33.149,0.03,0.086,0.214,0.432,0.919
DAL,49.655,32.345,0.03,0.075,0.174,0.412,0.952
IND,46.167,35.833,0.026,0.061,0.143,0.38,0.921
ORL,47.295,34.705,0.021,0.05,0.139,0.382,0.978
SAC,46.969,35.031,0.02,0.071,0.13,0.274,0.65
MIA,45.248,36.752,0.019,0.045,0.118,0.285,0.851
LAL,45.866,36.134,0.01,0.043,0.084,0.166,0.395
GSW,44.499,37.501,0.007,0.025,0.062,0.104,0.239
ATL,38.207,43.793,0.004,0.008,0.022,0.058,0.215
HOU,41.973,40.027,0.001,0.002,0.004,0.008,0.033
CHI,39.03,42.97,0.0,0.003,0.016,0.052,0.213
BRK,31.994,50.006,0.0,0.0,0.0,0.0,0.0
UTA,31.379,50.621,0.0,0.0,0.0,0.0,0.0
MEM,27.995,54.005,0.0,0.0,0.0,0.0,0.0
TOR,26.017,55.983,0.0,0.0,0.0,0.0,0.0
POR,21.546,60.454,0.0,0.0,0.0,0.0,0.0
SAS,20.563,61.437,0.0,0.0,0.0,0.0,0.0
CHO,20.29,61.71,0.0,0.0,0.0,0.0,0.0
WAS,16.213,65.787,0.0,0.0,0.0,0.0,0.0
DET,15.343,66.657,0.0,0.0,0.0,0.0,0.0
