team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,55.406,26.594,0.266,0.355,0.52,0.787,1.0
MIL,58.112,23.888,0.131,0.19,0.406,0.736,1.0
MEM,50.534,31.466,0.116,0.283,0.49,0.723,1.0
DEN,53.412,28.588,0.113,0.291,0.461,0.697,1.0
PHI,52.874,29.126,0.101,0.158,0.308,0.637,1.0
CLE,51.061,30.939,0.095,0.162,0.347,0.656,1.0
BRK,47.219,34.781,0.029,0.058,0.149,0.368,0.992
GSW,42.949,39.051,0.025,0.075,0.152,0.35,0.832
LAC,43.168,38.832,0.024,0.091,0.194,0.416,0.863
SAC,47.674,34.326,0.02,0.076,0.201,0.517,1.0
NYK,47.383,34.617,0.018,0.037,0.137,0.349,0.997
PHO,44.522,37.478,0.017,0.077,0.21,0.526,0.954
MIN,41.377,40.623,0.009,0.035,0.094,0.188,0.552
DAL,41.395,40.605,0.007,0.017,0.062,0.209,0.565
NOP,40.153,41.847,0.006,0.018,0.035,0.099,0.289
TOR,39.847,42.153,0.006,0.01,0.025,0.079,0.336
LAL,41.304,40.696,0.005,0.029,0.065,0.16,0.525
OKC,40.199,41.801,0.003,0.008,0.029,0.083,0.298
WAS,38.895,43.105,0.003,0.007,0.018,0.058,0.202
CHI,38.574,43.426,0.003,0.005,0.01,0.038,0.156
ATL,40.969,41.031,0.002,0.005,0.029,0.109,0.526
MIA,43.214,38.786,0.001,0.013,0.051,0.181,0.779
UTA,38.796,43.204,0.0,0.0,0.005,0.022,0.094
POR,37.258,44.742,0.0,0.0,0.002,0.01,0.028
IND,36.0,46.0,0.0,0.0,0.0,0.002,0.012
ORL,32.554,49.446,0.0,0.0,0.0,0.0,0.0
CHO,25.695,56.305,0.0,0.0,0.0,0.0,0.0
SAS,20.635,61.365,0.0,0.0,0.0,0.0,0.0
DET,19.435,62.565,0.0,0.0,0.0,0.0,0.0
HOU,19.386,62.614,0.0,0.0,0.0,0.0,0.0
