team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.421,25.579,0.352,0.454,0.602,0.844,1.0
DEN,54.4,27.6,0.115,0.303,0.462,0.711,1.0
PHI,53.172,28.828,0.107,0.162,0.303,0.674,1.0
CLE,51.48,30.52,0.092,0.152,0.347,0.677,1.0
MEM,51.105,30.895,0.073,0.213,0.409,0.687,1.0
MIL,57.942,24.058,0.073,0.128,0.377,0.71,1.0
LAC,43.585,38.415,0.038,0.112,0.218,0.453,0.965
BRK,45.073,36.927,0.029,0.049,0.127,0.358,0.994
PHO,44.734,37.266,0.027,0.084,0.229,0.532,0.99
SAC,49.422,32.578,0.025,0.096,0.247,0.543,1.0
GSW,42.85,39.15,0.019,0.068,0.158,0.372,0.904
MIN,41.979,40.021,0.014,0.045,0.093,0.234,0.683
NOP,41.781,40.219,0.013,0.054,0.119,0.247,0.655
NYK,46.653,35.347,0.008,0.028,0.104,0.291,1.0
MIA,42.697,39.303,0.005,0.014,0.047,0.17,0.79
LAL,41.132,40.868,0.005,0.014,0.039,0.114,0.417
ATL,40.785,41.215,0.002,0.007,0.037,0.099,0.516
TOR,40.578,41.422,0.002,0.005,0.037,0.11,0.436
DAL,39.924,42.076,0.001,0.005,0.01,0.037,0.144
OKC,40.281,41.719,0.0,0.004,0.014,0.068,0.223
UTA,38.282,43.718,0.0,0.002,0.002,0.002,0.019
CHI,39.313,42.687,0.0,0.001,0.017,0.064,0.246
WAS,37.263,44.737,0.0,0.0,0.002,0.003,0.018
IND,35.065,46.935,0.0,0.0,0.0,0.0,0.0
ORL,34.431,47.569,0.0,0.0,0.0,0.0,0.0
POR,34.092,47.908,0.0,0.0,0.0,0.0,0.0
CHO,27.921,54.079,0.0,0.0,0.0,0.0,0.0
SAS,20.104,61.896,0.0,0.0,0.0,0.0,0.0
HOU,19.409,62.591,0.0,0.0,0.0,0.0,0.0
DET,18.126,63.874,0.0,0.0,0.0,0.0,0.0
