team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,64.448,17.552,0.251,0.382,0.554,0.769,1.0
DEN,56.863,25.137,0.147,0.261,0.403,0.656,1.0
MIL,49.588,32.412,0.091,0.166,0.354,0.629,1.0
CLE,48.191,33.809,0.068,0.135,0.254,0.57,0.995
MIN,56.669,25.331,0.062,0.138,0.292,0.534,1.0
PHO,47.299,34.701,0.048,0.112,0.211,0.362,0.717
LAC,52.92,29.08,0.048,0.106,0.225,0.541,1.0
NYK,48.609,33.391,0.044,0.102,0.25,0.588,0.998
OKC,55.838,26.162,0.041,0.095,0.215,0.476,1.0
DAL,50.74,31.26,0.035,0.086,0.197,0.459,1.0
NOP,48.447,33.553,0.033,0.084,0.205,0.438,0.928
PHI,46.347,35.653,0.032,0.077,0.171,0.381,0.904
SAC,46.908,35.092,0.025,0.049,0.113,0.24,0.635
MIA,46.019,35.981,0.022,0.045,0.127,0.288,0.846
GSW,46.088,35.912,0.017,0.038,0.084,0.186,0.415
IND,47.054,34.946,0.015,0.054,0.148,0.386,0.953
LAL,45.943,36.057,0.011,0.031,0.055,0.108,0.305
ORL,47.187,34.813,0.009,0.034,0.117,0.321,0.94
CHI,38.561,43.439,0.001,0.003,0.014,0.039,0.196
ATL,37.324,44.676,0.0,0.002,0.011,0.029,0.168
HOU,40.644,41.356,0.0,0.0,0.0,0.0,0.0
BRK,32.304,49.696,0.0,0.0,0.0,0.0,0.0
UTA,29.851,52.149,0.0,0.0,0.0,0.0,0.0
MEM,28.057,53.943,0.0,0.0,0.0,0.0,0.0
TOR,25.902,56.098,0.0,0.0,0.0,0.0,0.0
POR,21.872,60.128,0.0,0.0,0.0,0.0,0.0
SAS,21.249,60.751,0.0,0.0,0.0,0.0,0.0
CHO,19.636,62.364,0.0,0.0,0.0,0.0,0.0
WAS,15.546,66.454,0.0,0.0,0.0,0.0,0.0
DET,13.896,68.104,0.0,0.0,0.0,0.0,0.0
