team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.336,25.664,0.307,0.428,0.553,0.774,1.0
DEN,54.3,27.7,0.163,0.333,0.513,0.72,1.0
MEM,49.711,32.289,0.098,0.201,0.403,0.695,0.997
CLE,51.734,30.266,0.089,0.162,0.336,0.683,1.0
PHI,50.729,31.271,0.063,0.118,0.268,0.562,0.998
MIL,54.27,27.73,0.057,0.117,0.305,0.626,1.0
LAC,43.883,38.117,0.046,0.115,0.233,0.443,0.806
BRK,47.393,34.607,0.041,0.08,0.194,0.464,0.975
PHO,45.013,36.987,0.028,0.07,0.181,0.459,0.906
NOP,43.345,38.655,0.019,0.059,0.127,0.317,0.748
DAL,44.331,37.669,0.016,0.066,0.15,0.387,0.866
GSW,42.187,39.813,0.016,0.054,0.118,0.25,0.575
MIN,42.273,39.727,0.01,0.047,0.116,0.253,0.579
MIA,44.756,37.244,0.01,0.033,0.108,0.285,0.843
SAC,43.965,38.035,0.009,0.043,0.111,0.296,0.787
ATL,41.568,40.432,0.007,0.016,0.074,0.151,0.532
TOR,39.696,42.304,0.006,0.013,0.037,0.089,0.304
NYK,43.651,38.349,0.004,0.014,0.066,0.201,0.777
WAS,40.477,41.523,0.004,0.012,0.036,0.103,0.366
UTA,40.258,41.742,0.003,0.004,0.013,0.048,0.251
CHI,38.827,43.173,0.002,0.007,0.023,0.061,0.192
POR,39.405,42.595,0.001,0.004,0.017,0.055,0.177
LAL,38.196,43.804,0.001,0.003,0.005,0.025,0.098
OKC,39.569,42.431,0.0,0.001,0.013,0.052,0.21
IND,34.637,47.363,0.0,0.0,0.0,0.001,0.009
ORL,33.601,48.399,0.0,0.0,0.0,0.0,0.004
CHO,24.017,57.983,0.0,0.0,0.0,0.0,0.0
DET,22.353,59.647,0.0,0.0,0.0,0.0,0.0
HOU,19.833,62.167,0.0,0.0,0.0,0.0,0.0
SAS,19.686,62.314,0.0,0.0,0.0,0.0,0.0
