team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,61.869,20.131,0.343,0.485,0.655,0.842,1.0
MIN,56.241,25.759,0.123,0.259,0.447,0.715,1.0
PHI,53.371,28.629,0.116,0.195,0.419,0.67,1.0
DEN,53.368,28.632,0.11,0.244,0.414,0.685,0.995
LAC,49.834,32.166,0.051,0.134,0.268,0.551,0.972
OKC,51.598,30.402,0.043,0.126,0.297,0.599,0.99
MIL,50.039,31.961,0.037,0.076,0.223,0.533,0.977
CLE,46.651,35.349,0.024,0.064,0.167,0.433,0.916
NYK,48.102,33.898,0.023,0.057,0.176,0.442,0.944
HOU,43.793,38.207,0.023,0.055,0.121,0.263,0.602
ORL,46.418,35.582,0.021,0.054,0.136,0.371,0.908
PHO,42.377,39.623,0.014,0.045,0.1,0.182,0.464
IND,45.496,36.504,0.014,0.036,0.111,0.317,0.846
LAL,42.133,39.867,0.013,0.031,0.068,0.169,0.455
DAL,44.421,37.579,0.012,0.036,0.094,0.251,0.68
MIA,45.288,36.712,0.01,0.024,0.076,0.282,0.832
NOP,45.331,36.669,0.009,0.026,0.075,0.24,0.747
SAC,44.451,37.549,0.006,0.026,0.075,0.218,0.661
GSW,40.638,41.362,0.005,0.016,0.031,0.095,0.285
UTA,38.66,43.34,0.002,0.002,0.01,0.031,0.144
ATL,37.638,44.362,0.001,0.006,0.017,0.044,0.197
BRK,36.888,45.112,0.0,0.001,0.008,0.026,0.167
TOR,36.323,45.677,0.0,0.001,0.007,0.022,0.107
CHI,36.524,45.476,0.0,0.001,0.005,0.018,0.106
MEM,31.905,50.095,0.0,0.0,0.0,0.001,0.005
CHO,23.446,58.554,0.0,0.0,0.0,0.0,0.0
POR,23.013,58.987,0.0,0.0,0.0,0.0,0.0
SAS,19.796,62.204,0.0,0.0,0.0,0.0,0.0
WAS,17.581,64.419,0.0,0.0,0.0,0.0,0.0
DET,16.807,65.193,0.0,0.0,0.0,0.0,0.0
