team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.742,25.258,0.388,0.481,0.619,0.838,1.0
DEN,54.004,27.996,0.116,0.299,0.474,0.716,1.0
PHI,53.57,28.43,0.103,0.138,0.284,0.659,1.0
CLE,50.827,31.173,0.092,0.145,0.335,0.663,1.0
MIL,57.934,24.066,0.079,0.138,0.386,0.727,1.0
MEM,51.578,30.422,0.075,0.216,0.401,0.685,1.0
GSW,42.993,39.007,0.03,0.092,0.182,0.411,0.917
SAC,49.544,32.456,0.02,0.104,0.249,0.539,1.0
PHO,45.063,36.937,0.017,0.082,0.204,0.56,0.994
BRK,45.424,36.576,0.014,0.032,0.11,0.336,0.991
LAC,42.683,39.317,0.013,0.084,0.192,0.395,0.889
NOP,42.215,39.785,0.012,0.06,0.147,0.296,0.771
LAL,41.992,40.008,0.011,0.028,0.07,0.172,0.685
NYK,47.382,34.618,0.01,0.031,0.124,0.341,1.0
MIN,41.414,40.586,0.007,0.032,0.071,0.174,0.537
TOR,40.384,41.616,0.005,0.012,0.046,0.13,0.487
ATL,40.288,41.712,0.005,0.009,0.027,0.066,0.4
CHI,39.686,42.314,0.003,0.007,0.032,0.096,0.315
MIA,43.163,38.837,0.0,0.007,0.037,0.144,0.802
DAL,39.456,42.544,0.0,0.001,0.005,0.024,0.09
OKC,39.725,42.275,0.0,0.001,0.004,0.027,0.109
UTA,38.011,43.989,0.0,0.001,0.001,0.001,0.008
WAS,36.59,45.41,0.0,0.0,0.0,0.0,0.004
IND,35.492,46.508,0.0,0.0,0.0,0.0,0.001
ORL,34.982,47.018,0.0,0.0,0.0,0.0,0.0
POR,33.919,48.081,0.0,0.0,0.0,0.0,0.0
CHO,27.437,54.563,0.0,0.0,0.0,0.0,0.0
HOU,20.115,61.885,0.0,0.0,0.0,0.0,0.0
SAS,20.059,61.941,0.0,0.0,0.0,0.0,0.0
DET,17.328,64.672,0.0,0.0,0.0,0.0,0.0
