team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,66.0,19.0,0.3,0.447,0.621,0.845,1.0
DEN,62.997,26.999,0.165,0.316,0.547,0.933,1.0
OKC,62.997,25.0,0.119,0.262,0.543,0.954,1.0
MIN,63.996,26.0,0.106,0.223,0.419,1.0,1.0
NYK,55.997,33.999,0.069,0.178,0.487,0.896,1.0
CLE,51.998,37.998,0.067,0.127,0.214,0.609,1.0
LAC,54.998,34.998,0.045,0.104,0.248,0.577,1.0
IND,52.997,36.999,0.039,0.111,0.343,0.813,1.0
DAL,53.998,35.998,0.028,0.077,0.186,0.423,1.0
MIL,50.999,38.997,0.023,0.042,0.111,0.187,1.0
PHI,49.999,40.997,0.011,0.027,0.059,0.104,1.0
ORL,50.998,38.998,0.01,0.038,0.096,0.391,1.0
MIA,48.0,39.0,0.01,0.03,0.069,0.155,1.0
LAL,49.999,40.997,0.005,0.011,0.034,0.067,1.0
NOP,50.0,39.997,0.003,0.007,0.023,0.046,1.0
PHO,49.0,40.996,0.0,0.0,0.0,0.0,1.0
SAC,47.0,37.0,0.0,0.0,0.0,0.0,0.0
GSW,46.0,37.0,0.0,0.0,0.0,0.0,0.0
HOU,41.0,41.0,0.0,0.0,0.0,0.0,0.0
CHI,40.0,44.0,0.0,0.0,0.0,0.0,0.0
ATL,36.0,47.0,0.0,0.0,0.0,0.0,0.0
BRK,32.0,50.0,0.0,0.0,0.0,0.0,0.0
UTA,31.0,51.0,0.0,0.0,0.0,0.0,0.0
MEM,27.0,55.0,0.0,0.0,0.0,0.0,0.0
TOR,25.0,57.0,0.0,0.0,0.0,0.0,0.0
SAS,22.0,60.0,0.0,0.0,0.0,0.0,0.0
POR,21.0,61.0,0.0,0.0,0.0,0.0,0.0
CHO,21.0,61.0,0.0,0.0,0.0,0.0,0.0
WAS,15.0,67.0,0.0,0.0,0.0,0.0,0.0
DET,14.0,68.0,0.0,0.0,0.0,0.0,0.0
