team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,51.332,28.668,0.19,0.318,0.472,0.723,0.97
PHO,49.993,30.007,0.133,0.242,0.374,0.626,0.927
DEN,49.991,30.009,0.1,0.198,0.335,0.578,0.923
MIL,46.262,33.738,0.086,0.156,0.315,0.544,0.849
PHI,44.872,35.128,0.066,0.133,0.247,0.436,0.801
CLE,44.301,35.699,0.055,0.115,0.223,0.432,0.799
OKC,46.989,33.011,0.049,0.109,0.241,0.453,0.806
GSW,44.714,35.286,0.043,0.092,0.188,0.356,0.728
NYK,42.886,37.114,0.037,0.067,0.166,0.363,0.711
LAC,43.043,36.957,0.034,0.07,0.127,0.297,0.614
MIN,44.131,35.869,0.032,0.066,0.142,0.323,0.687
DAL,42.923,37.077,0.026,0.046,0.123,0.272,0.646
NOP,45.051,34.949,0.023,0.058,0.151,0.339,0.731
IND,43.319,36.681,0.023,0.056,0.137,0.332,0.741
SAC,41.193,38.807,0.02,0.044,0.093,0.211,0.545
ORL,42.048,37.952,0.016,0.036,0.112,0.27,0.655
LAL,43.044,36.956,0.015,0.047,0.137,0.293,0.643
MEM,38.738,41.262,0.013,0.023,0.06,0.152,0.395
MIA,38.729,41.271,0.011,0.033,0.079,0.21,0.509
BRK,37.803,42.197,0.011,0.03,0.083,0.188,0.452
ATL,37.458,42.542,0.008,0.028,0.075,0.171,0.425
TOR,34.9,45.1,0.004,0.013,0.034,0.109,0.334
POR,30.284,49.716,0.002,0.003,0.01,0.026,0.092
UTA,33.021,46.979,0.002,0.002,0.015,0.054,0.158
CHI,29.527,50.473,0.001,0.003,0.009,0.037,0.129
DET,36.362,43.638,0.0,0.009,0.025,0.101,0.33
CHO,31.545,48.455,0.0,0.002,0.013,0.043,0.161
WAS,29.562,50.438,0.0,0.001,0.01,0.041,0.134
HOU,27.952,52.048,0.0,0.0,0.002,0.012,0.063
SAS,28.027,51.973,0.0,0.0,0.002,0.008,0.042
