team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,51.136,28.864,0.162,0.279,0.452,0.694,0.963
CLE,48.404,31.596,0.119,0.208,0.336,0.577,0.901
DEN,49.735,30.265,0.118,0.223,0.38,0.622,0.923
MIL,47.418,32.582,0.093,0.153,0.316,0.593,0.9
PHO,48.737,31.263,0.091,0.161,0.315,0.547,0.895
OKC,45.383,34.617,0.047,0.101,0.202,0.368,0.732
LAC,44.996,35.004,0.039,0.086,0.183,0.37,0.725
GSW,42.502,37.498,0.034,0.065,0.138,0.274,0.607
NYK,41.361,38.639,0.032,0.052,0.117,0.29,0.618
PHI,43.795,36.205,0.03,0.073,0.177,0.366,0.756
MEM,41.647,38.353,0.03,0.065,0.132,0.275,0.569
SAC,44.217,35.783,0.028,0.065,0.139,0.337,0.689
LAL,42.462,37.538,0.028,0.064,0.133,0.285,0.607
DAL,42.515,37.485,0.025,0.054,0.113,0.259,0.595
NOP,45.872,34.128,0.023,0.074,0.152,0.362,0.779
MIA,41.132,38.868,0.018,0.043,0.114,0.254,0.607
ATL,39.679,40.321,0.018,0.037,0.09,0.21,0.52
IND,42.337,37.663,0.015,0.053,0.126,0.294,0.681
BRK,38.195,41.805,0.014,0.026,0.077,0.181,0.48
MIN,40.177,39.823,0.013,0.034,0.077,0.184,0.473
ORL,40.896,39.104,0.007,0.037,0.087,0.215,0.58
TOR,36.152,43.848,0.007,0.021,0.051,0.146,0.372
CHO,35.524,44.476,0.005,0.009,0.027,0.089,0.299
CHI,30.028,49.972,0.004,0.007,0.017,0.037,0.131
UTA,33.24,46.76,0.0,0.005,0.023,0.07,0.197
DET,31.151,48.849,0.0,0.002,0.01,0.037,0.143
POR,30.581,49.419,0.0,0.002,0.007,0.024,0.114
SAS,26.8,53.2,0.0,0.001,0.004,0.009,0.032
WAS,25.794,54.206,0.0,0.0,0.003,0.017,0.049
HOU,28.134,51.866,0.0,0.0,0.002,0.014,0.063
