team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.144,23.856,0.337,0.467,0.673,0.874,0.999
PHI,54.052,25.948,0.212,0.3,0.534,0.774,0.994
MIN,51.937,28.063,0.117,0.272,0.467,0.71,0.988
DEN,51.74,28.26,0.116,0.292,0.464,0.705,0.986
NYK,45.586,34.414,0.033,0.065,0.204,0.495,0.877
GSW,45.54,34.46,0.031,0.108,0.23,0.466,0.882
PHO,42.586,37.414,0.027,0.083,0.168,0.364,0.735
DAL,47.535,32.465,0.02,0.085,0.206,0.478,0.934
CLE,43.85,36.15,0.018,0.047,0.145,0.376,0.773
LAC,42.24,37.76,0.016,0.064,0.148,0.329,0.716
OKC,43.528,36.472,0.016,0.038,0.113,0.345,0.792
MIL,42.547,37.453,0.012,0.026,0.095,0.281,0.706
ATL,43.475,36.525,0.01,0.024,0.094,0.312,0.744
ORL,41.237,38.763,0.007,0.016,0.064,0.194,0.581
MIA,42.615,37.385,0.006,0.02,0.059,0.234,0.694
IND,42.031,37.969,0.006,0.016,0.063,0.225,0.655
HOU,40.945,39.055,0.004,0.018,0.067,0.202,0.613
SAC,39.169,40.831,0.003,0.017,0.059,0.169,0.478
TOR,38.693,41.307,0.003,0.007,0.024,0.093,0.394
LAL,39.385,40.615,0.002,0.016,0.047,0.144,0.494
BRK,39.111,40.889,0.002,0.01,0.038,0.116,0.434
NOP,35.741,44.259,0.001,0.005,0.018,0.051,0.214
CHI,33.43,46.57,0.001,0.002,0.005,0.021,0.114
MEM,31.769,48.231,0.0,0.001,0.009,0.019,0.076
UTA,30.573,49.427,0.0,0.001,0.002,0.011,0.056
POR,28.988,51.012,0.0,0.0,0.002,0.006,0.024
CHO,27.865,52.135,0.0,0.0,0.002,0.005,0.023
SAS,26.329,53.671,0.0,0.0,0.0,0.001,0.012
DET,27.395,52.605,0.0,0.0,0.0,0.0,0.009
WAS,23.964,56.036,0.0,0.0,0.0,0.0,0.003
