team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,64.046,17.954,0.251,0.401,0.568,0.794,1.0
DEN,56.574,25.426,0.134,0.263,0.406,0.631,1.0
MIL,52.016,29.984,0.095,0.187,0.41,0.692,1.0
CLE,48.928,33.072,0.076,0.138,0.298,0.638,0.998
MIN,55.946,26.054,0.073,0.149,0.289,0.579,1.0
PHO,47.187,34.813,0.047,0.104,0.202,0.359,0.724
OKC,56.482,25.518,0.044,0.121,0.271,0.561,1.0
NOP,49.562,32.438,0.041,0.086,0.216,0.429,0.939
NYK,48.118,33.882,0.039,0.083,0.208,0.531,0.991
LAC,51.645,30.355,0.036,0.094,0.198,0.48,0.997
DAL,49.793,32.207,0.025,0.076,0.173,0.404,0.965
PHI,44.286,37.714,0.025,0.056,0.133,0.292,0.846
ORL,46.921,35.079,0.025,0.053,0.133,0.385,0.966
LAL,45.88,36.12,0.021,0.042,0.084,0.184,0.452
MIA,45.316,36.684,0.018,0.042,0.104,0.269,0.879
SAC,46.903,35.097,0.018,0.038,0.107,0.253,0.634
GSW,44.523,37.477,0.015,0.027,0.052,0.114,0.268
IND,45.903,36.097,0.012,0.03,0.117,0.32,0.927
CHI,39.515,42.485,0.004,0.008,0.014,0.042,0.219
ATL,37.563,44.437,0.001,0.002,0.014,0.036,0.172
HOU,41.94,40.06,0.0,0.0,0.002,0.006,0.021
BRK,32.387,49.613,0.0,0.0,0.001,0.001,0.002
UTA,31.333,50.667,0.0,0.0,0.0,0.0,0.0
MEM,27.482,54.518,0.0,0.0,0.0,0.0,0.0
TOR,25.943,56.057,0.0,0.0,0.0,0.0,0.0
POR,21.602,60.398,0.0,0.0,0.0,0.0,0.0
SAS,20.4,61.6,0.0,0.0,0.0,0.0,0.0
CHO,20.313,61.687,0.0,0.0,0.0,0.0,0.0
WAS,15.985,66.015,0.0,0.0,0.0,0.0,0.0
DET,15.508,66.492,0.0,0.0,0.0,0.0,0.0
