team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,55.643,26.357,0.259,0.342,0.504,0.757,1.0
DEN,54.499,27.501,0.125,0.282,0.437,0.689,1.0
MIL,57.57,24.43,0.112,0.195,0.402,0.712,1.0
MEM,49.556,32.444,0.104,0.23,0.422,0.691,1.0
CLE,50.322,31.678,0.085,0.158,0.315,0.627,1.0
PHI,52.556,29.444,0.083,0.137,0.294,0.637,1.0
LAC,42.911,39.089,0.041,0.115,0.222,0.431,0.834
BRK,47.249,34.751,0.041,0.084,0.205,0.4,0.986
PHO,46.438,35.562,0.037,0.119,0.243,0.572,0.991
SAC,47.249,34.751,0.021,0.078,0.195,0.472,0.998
GSW,41.945,40.055,0.021,0.064,0.142,0.29,0.677
DAL,42.408,39.592,0.017,0.043,0.126,0.315,0.765
NYK,46.835,35.165,0.013,0.035,0.109,0.331,0.984
MIA,43.441,38.559,0.012,0.024,0.076,0.2,0.776
NOP,40.931,41.069,0.011,0.021,0.072,0.175,0.501
MIN,40.727,41.273,0.008,0.027,0.066,0.158,0.416
LAL,41.152,40.848,0.004,0.015,0.048,0.128,0.52
WAS,39.156,42.844,0.003,0.006,0.014,0.053,0.188
ATL,41.988,40.012,0.002,0.014,0.051,0.168,0.655
TOR,39.224,42.776,0.001,0.002,0.014,0.054,0.205
CHI,38.452,43.548,0.0,0.003,0.015,0.057,0.181
POR,38.289,43.711,0.0,0.003,0.006,0.024,0.087
UTA,38.504,43.496,0.0,0.002,0.007,0.022,0.091
OKC,38.513,43.487,0.0,0.001,0.014,0.033,0.12
IND,36.261,45.739,0.0,0.0,0.001,0.004,0.024
ORL,32.667,49.333,0.0,0.0,0.0,0.0,0.001
CHO,26.891,55.109,0.0,0.0,0.0,0.0,0.0
SAS,20.548,61.452,0.0,0.0,0.0,0.0,0.0
DET,19.345,62.655,0.0,0.0,0.0,0.0,0.0
HOU,18.73,63.27,0.0,0.0,0.0,0.0,0.0
