team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,64.789,17.211,0.262,0.394,0.554,0.761,1.0
DEN,56.295,25.705,0.108,0.228,0.373,0.629,1.0
MIL,49.697,32.303,0.103,0.172,0.379,0.657,1.0
PHO,48.549,33.451,0.089,0.17,0.296,0.504,0.922
CLE,48.937,33.063,0.076,0.138,0.309,0.635,0.999
MIN,56.054,25.946,0.06,0.138,0.303,0.56,1.0
OKC,55.127,26.873,0.046,0.102,0.212,0.484,1.0
NYK,47.507,34.493,0.037,0.086,0.197,0.521,0.983
LAC,52.023,29.977,0.036,0.108,0.224,0.503,1.0
PHI,45.282,36.718,0.031,0.071,0.159,0.361,0.872
DAL,50.071,31.929,0.026,0.075,0.192,0.451,0.993
NOP,47.475,34.525,0.026,0.064,0.148,0.316,0.723
SAC,46.817,35.183,0.023,0.049,0.103,0.237,0.582
ORL,47.272,34.728,0.017,0.04,0.132,0.355,0.969
LAL,46.441,35.559,0.017,0.034,0.091,0.195,0.478
IND,46.17,35.83,0.014,0.051,0.126,0.331,0.922
MIA,45.949,36.051,0.012,0.038,0.106,0.298,0.887
GSW,45.358,36.642,0.012,0.032,0.058,0.121,0.302
ATL,38.132,43.868,0.003,0.006,0.014,0.028,0.174
CHI,39.476,42.524,0.002,0.004,0.024,0.053,0.194
HOU,40.452,41.548,0.0,0.0,0.0,0.0,0.0
BRK,32.572,49.428,0.0,0.0,0.0,0.0,0.0
UTA,30.385,51.615,0.0,0.0,0.0,0.0,0.0
MEM,29.084,52.916,0.0,0.0,0.0,0.0,0.0
TOR,25.864,56.136,0.0,0.0,0.0,0.0,0.0
POR,22.405,59.595,0.0,0.0,0.0,0.0,0.0
SAS,21.11,60.89,0.0,0.0,0.0,0.0,0.0
CHO,20.3,61.7,0.0,0.0,0.0,0.0,0.0
WAS,16.059,65.941,0.0,0.0,0.0,0.0,0.0
DET,14.348,67.652,0.0,0.0,0.0,0.0,0.0
