team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,55.375,24.625,0.297,0.423,0.636,0.833,0.999
PHI,53.528,26.472,0.183,0.297,0.541,0.758,0.996
DEN,52.776,27.224,0.154,0.309,0.481,0.73,0.991
MIN,51.591,28.409,0.1,0.244,0.421,0.69,0.99
GSW,48.31,31.69,0.049,0.13,0.263,0.526,0.95
DAL,46.627,33.373,0.029,0.084,0.203,0.47,0.897
NYK,44.7,35.3,0.028,0.063,0.156,0.443,0.83
LAC,43.764,36.236,0.027,0.066,0.168,0.372,0.797
PHO,43.982,36.018,0.025,0.087,0.193,0.432,0.788
MIL,44.436,35.564,0.024,0.056,0.166,0.411,0.828
ATL,45.133,34.867,0.024,0.051,0.143,0.409,0.849
CLE,41.452,38.548,0.011,0.034,0.099,0.266,0.645
LAL,39.417,40.583,0.009,0.02,0.065,0.144,0.47
SAC,39.266,40.734,0.007,0.014,0.054,0.151,0.468
TOR,39.791,40.209,0.007,0.014,0.043,0.167,0.504
OKC,41.697,38.303,0.006,0.03,0.079,0.22,0.642
IND,42.158,37.842,0.006,0.025,0.074,0.224,0.676
ORL,39.889,40.111,0.004,0.015,0.05,0.171,0.535
MIA,39.927,40.073,0.004,0.012,0.055,0.177,0.516
NOP,37.413,42.587,0.003,0.007,0.028,0.087,0.342
BRK,38.701,41.299,0.002,0.008,0.03,0.108,0.429
HOU,40.043,39.957,0.001,0.008,0.037,0.148,0.521
CHI,31.8,48.2,0.0,0.001,0.005,0.022,0.106
MEM,30.639,49.361,0.0,0.001,0.004,0.015,0.057
DET,28.734,51.266,0.0,0.001,0.001,0.003,0.031
UTA,29.248,50.752,0.0,0.0,0.003,0.004,0.028
POR,29.665,50.335,0.0,0.0,0.001,0.01,0.051
CHO,29.374,50.626,0.0,0.0,0.001,0.006,0.045
WAS,24.541,55.459,0.0,0.0,0.0,0.002,0.011
SAS,26.023,53.977,0.0,0.0,0.0,0.001,0.008
