team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.464,25.536,0.254,0.36,0.53,0.769,1.0
DEN,56.088,25.912,0.186,0.338,0.505,0.709,1.0
MEM,50.274,31.726,0.115,0.246,0.444,0.672,1.0
MIL,56.076,25.924,0.109,0.186,0.371,0.681,1.0
CLE,50.107,31.893,0.085,0.15,0.308,0.631,0.999
PHI,51.097,30.903,0.068,0.138,0.296,0.57,1.0
BRK,46.348,35.652,0.04,0.075,0.167,0.401,0.968
LAC,41.897,40.103,0.03,0.079,0.159,0.32,0.677
DAL,42.979,39.021,0.018,0.047,0.125,0.342,0.792
NYK,47.471,34.529,0.018,0.043,0.153,0.381,0.987
PHO,45.256,36.744,0.017,0.088,0.212,0.529,0.962
GSW,43.431,38.569,0.017,0.068,0.178,0.419,0.842
SAC,46.314,35.686,0.016,0.066,0.17,0.423,0.982
NOP,41.002,40.998,0.008,0.017,0.062,0.179,0.499
WAS,40.55,41.45,0.004,0.011,0.035,0.11,0.366
MIN,42.052,39.948,0.003,0.039,0.103,0.258,0.672
MIA,42.982,39.018,0.003,0.016,0.06,0.193,0.692
ATL,41.432,40.568,0.003,0.011,0.047,0.148,0.528
TOR,40.406,41.594,0.002,0.007,0.023,0.083,0.339
LAL,39.613,42.387,0.002,0.005,0.019,0.063,0.265
CHI,38.1,43.9,0.002,0.003,0.01,0.03,0.11
POR,38.149,43.851,0.0,0.006,0.009,0.029,0.097
OKC,37.984,44.016,0.0,0.001,0.006,0.025,0.081
UTA,38.758,43.242,0.0,0.0,0.008,0.032,0.131
IND,35.656,46.344,0.0,0.0,0.0,0.003,0.011
ORL,33.989,48.011,0.0,0.0,0.0,0.0,0.0
CHO,25.685,56.315,0.0,0.0,0.0,0.0,0.0
DET,20.414,61.586,0.0,0.0,0.0,0.0,0.0
SAS,20.171,61.829,0.0,0.0,0.0,0.0,0.0
HOU,19.255,62.745,0.0,0.0,0.0,0.0,0.0
