team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.561,25.439,0.298,0.433,0.583,0.793,1.0
DEN,54.596,27.404,0.149,0.322,0.492,0.728,1.0
CLE,51.201,30.799,0.122,0.199,0.357,0.666,0.999
MEM,49.955,32.045,0.092,0.208,0.396,0.651,0.999
MIL,54.052,27.948,0.053,0.097,0.285,0.637,1.0
PHI,51.09,30.91,0.052,0.107,0.288,0.609,1.0
LAC,43.992,38.008,0.043,0.111,0.237,0.442,0.833
BRK,47.907,34.093,0.037,0.071,0.19,0.455,0.986
PHO,44.996,37.004,0.026,0.073,0.176,0.449,0.886
DAL,43.914,38.086,0.019,0.054,0.126,0.386,0.842
GSW,42.07,39.93,0.018,0.057,0.117,0.274,0.615
NOP,42.841,39.159,0.017,0.059,0.129,0.287,0.68
SAC,44.062,37.938,0.017,0.054,0.134,0.312,0.792
MIN,41.982,40.018,0.014,0.04,0.113,0.252,0.576
MIA,44.287,37.713,0.014,0.036,0.102,0.267,0.841
NYK,44.431,37.569,0.009,0.017,0.08,0.238,0.843
WAS,40.975,41.025,0.006,0.015,0.048,0.129,0.44
ATL,40.728,41.272,0.005,0.011,0.033,0.092,0.425
TOR,39.672,42.328,0.003,0.011,0.025,0.078,0.279
OKC,39.932,42.068,0.002,0.01,0.029,0.084,0.262
POR,39.491,42.509,0.002,0.005,0.022,0.053,0.199
UTA,39.691,42.309,0.001,0.003,0.011,0.037,0.184
CHI,38.316,43.684,0.001,0.003,0.009,0.034,0.17
LAL,38.596,43.404,0.0,0.004,0.018,0.045,0.132
IND,35.247,46.753,0.0,0.0,0.0,0.001,0.012
ORL,33.548,48.452,0.0,0.0,0.0,0.001,0.005
CHO,24.468,57.532,0.0,0.0,0.0,0.0,0.0
DET,22.003,59.997,0.0,0.0,0.0,0.0,0.0
HOU,19.74,62.26,0.0,0.0,0.0,0.0,0.0
SAS,19.656,62.344,0.0,0.0,0.0,0.0,0.0
