team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.205,25.795,0.295,0.409,0.551,0.769,1.0
DEN,53.693,28.307,0.164,0.319,0.475,0.686,1.0
CLE,51.536,30.464,0.128,0.22,0.386,0.685,1.0
MEM,49.873,32.127,0.094,0.235,0.414,0.663,0.999
MIL,53.807,28.193,0.061,0.107,0.275,0.609,1.0
PHI,50.305,31.695,0.048,0.099,0.264,0.56,0.997
LAC,43.835,38.165,0.04,0.106,0.225,0.464,0.814
DAL,44.967,37.033,0.029,0.076,0.181,0.425,0.9
GSW,42.079,39.921,0.023,0.055,0.119,0.279,0.609
BRK,47.721,34.279,0.017,0.061,0.185,0.469,0.978
SAC,44.554,37.446,0.017,0.046,0.138,0.335,0.835
PHO,44.641,37.359,0.016,0.071,0.177,0.442,0.882
NOP,42.673,39.327,0.013,0.043,0.116,0.276,0.666
MIA,45.432,36.568,0.013,0.036,0.12,0.308,0.897
ATL,42.496,39.504,0.011,0.031,0.068,0.189,0.61
MIN,41.506,40.494,0.009,0.037,0.089,0.197,0.483
NYK,43.206,38.794,0.009,0.014,0.064,0.193,0.702
TOR,39.337,42.663,0.004,0.007,0.027,0.067,0.215
WAS,40.225,41.775,0.003,0.011,0.03,0.071,0.314
POR,39.531,42.469,0.003,0.004,0.027,0.071,0.209
CHI,39.729,42.271,0.002,0.005,0.03,0.078,0.279
OKC,40.188,41.812,0.001,0.002,0.016,0.082,0.29
UTA,39.538,42.462,0.0,0.003,0.013,0.046,0.18
LAL,38.48,43.52,0.0,0.003,0.01,0.034,0.133
IND,35.268,46.732,0.0,0.0,0.0,0.002,0.008
ORL,33.136,48.864,0.0,0.0,0.0,0.0,0.0
CHO,23.337,58.663,0.0,0.0,0.0,0.0,0.0
DET,22.588,59.412,0.0,0.0,0.0,0.0,0.0
HOU,20.342,61.658,0.0,0.0,0.0,0.0,0.0
SAS,19.772,62.228,0.0,0.0,0.0,0.0,0.0
