team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,59.214,22.786,0.241,0.363,0.533,0.801,1.0
DEN,53.79,28.21,0.142,0.256,0.407,0.664,0.995
MIL,51.347,30.653,0.11,0.198,0.381,0.674,0.996
CLE,52.147,29.853,0.093,0.163,0.351,0.66,0.997
PHO,47.068,34.932,0.072,0.161,0.288,0.498,0.886
LAC,52.525,29.475,0.062,0.144,0.294,0.54,0.995
OKC,53.425,28.575,0.05,0.113,0.244,0.553,0.993
MIN,53.42,28.58,0.044,0.102,0.239,0.526,0.996
NYK,50.349,31.651,0.042,0.1,0.249,0.545,0.995
PHI,49.19,32.81,0.039,0.09,0.228,0.504,0.991
NOP,46.427,35.573,0.035,0.079,0.151,0.355,0.852
SAC,47.034,34.966,0.021,0.061,0.129,0.32,0.861
LAL,42.341,39.659,0.013,0.026,0.082,0.165,0.429
ORL,44.443,37.557,0.009,0.028,0.085,0.251,0.844
IND,44.415,37.585,0.008,0.034,0.087,0.251,0.838
GSW,40.261,41.739,0.007,0.028,0.056,0.118,0.279
DAL,41.792,40.208,0.004,0.019,0.066,0.139,0.376
ATL,37.305,44.695,0.003,0.009,0.014,0.048,0.229
MIA,41.983,40.017,0.002,0.01,0.047,0.171,0.677
HOU,39.127,42.873,0.002,0.008,0.025,0.065,0.174
UTA,39.118,42.882,0.001,0.003,0.019,0.057,0.162
CHI,37.627,44.373,0.0,0.003,0.014,0.057,0.258
BRK,36.279,45.721,0.0,0.002,0.009,0.031,0.149
TOR,32.037,49.963,0.0,0.0,0.002,0.007,0.026
MEM,33.438,48.562,0.0,0.0,0.0,0.0,0.002
POR,26.226,55.774,0.0,0.0,0.0,0.0,0.0
CHO,22.061,59.939,0.0,0.0,0.0,0.0,0.0
SAS,20.22,61.78,0.0,0.0,0.0,0.0,0.0
WAS,18.959,63.041,0.0,0.0,0.0,0.0,0.0
DET,16.432,65.568,0.0,0.0,0.0,0.0,0.0
