team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,54.907,25.093,0.287,0.392,0.609,0.834,1.0
PHI,53.489,26.511,0.213,0.353,0.579,0.791,0.998
DEN,52.851,27.149,0.174,0.344,0.509,0.728,0.995
MIN,50.546,29.454,0.088,0.192,0.354,0.628,0.972
GSW,48.095,31.905,0.046,0.125,0.27,0.528,0.944
PHO,45.59,34.41,0.036,0.126,0.251,0.485,0.869
LAC,45.046,34.954,0.027,0.081,0.207,0.461,0.857
NYK,44.781,35.219,0.02,0.056,0.156,0.438,0.846
MIL,44.986,35.014,0.018,0.054,0.155,0.436,0.834
ATL,44.694,35.306,0.017,0.044,0.131,0.381,0.835
DAL,45.068,34.932,0.016,0.051,0.122,0.341,0.814
CLE,41.53,38.47,0.012,0.043,0.111,0.283,0.681
OKC,42.819,37.181,0.007,0.024,0.101,0.285,0.724
SAC,37.99,42.01,0.006,0.017,0.046,0.12,0.388
IND,41.63,38.37,0.006,0.016,0.068,0.205,0.653
LAL,37.882,42.118,0.006,0.015,0.035,0.133,0.4
ORL,40.685,39.315,0.006,0.013,0.055,0.184,0.596
MIA,39.418,40.582,0.005,0.012,0.051,0.152,0.491
TOR,39.112,40.888,0.004,0.007,0.037,0.127,0.453
BRK,38.765,41.235,0.003,0.007,0.04,0.126,0.428
NOP,37.796,42.204,0.002,0.01,0.043,0.115,0.371
HOU,39.574,40.426,0.001,0.013,0.055,0.146,0.493
MEM,31.836,48.164,0.0,0.002,0.005,0.022,0.083
CHI,32.117,47.883,0.0,0.001,0.004,0.023,0.094
CHO,27.841,52.159,0.0,0.001,0.002,0.005,0.026
WAS,26.696,53.304,0.0,0.001,0.001,0.002,0.02
DET,29.266,50.734,0.0,0.0,0.001,0.013,0.045
UTA,28.303,51.697,0.0,0.0,0.001,0.004,0.027
POR,29.949,50.051,0.0,0.0,0.001,0.003,0.051
SAS,26.738,53.262,0.0,0.0,0.0,0.001,0.012
