boxscore_id,date,team,opponent,team_name,opponent_name,team_score,opponent_score,margin,location,pace,completed,year
202311060HOU,11/6/23 0:00,HOU,SAC,Houston Rockets,Sacramento Kings,122,97,25,Home,89.4,TRUE,2024
202311060ORL,11/6/23 0:00,ORL,DAL,Orlando Magic,Dallas Mavericks,102,117,-15,Home,102.2,TRUE,2024
202311060IND,11/6/23 0:00,IND,SAS,Indiana Pacers,San Antonio Spurs,152,111,41,Home,105.1,TRUE,2024
202311060DET,11/6/23 0:00,DET,GSW,Detroit Pistons,Golden State Warriors,109,120,-11,Home,95.3,TRUE,2024
202311060MIA,11/6/23 0:00,MIA,LAL,Miami Heat,Los Angeles Lakers,108,107,1,Home,98.6,TRUE,2024
202311060DEN,11/6/23 0:00,DEN,NOP,Denver Nuggets,New Orleans Pelicans,134,116,18,Home,100.2,TRUE,2024
202311060NYK,11/6/23 0:00,NYK,LAC,New York Knicks,Los Angeles Clippers,111,97,14,Home,93.3,TRUE,2024
202311060BRK,11/6/23 0:00,BRK,MIL,Brooklyn Nets,Milwaukee Bucks,125,129,-4,Home,101.6,TRUE,2024
202311060OKC,11/6/23 0:00,OKC,ATL,Oklahoma City Thunder,Atlanta Hawks,126,117,9,Home,103,TRUE,2024
202311060PHI,11/6/23 0:00,PHI,WAS,Philadelphia 76ers,Washington Wizards,146,128,18,Home,110.5,TRUE,2024
202311060MIN,11/6/23 0:00,MIN,BOS,Minnesota Timberwolves,Boston Celtics,114,109,5,Home,99.5,TRUE,2024
202311060CHI,11/6/23 0:00,CHI,UTA,Chicago Bulls,Utah Jazz,130,113,17,Home,96.8,TRUE,2024
202311080HOU,11/8/23 0:00,HOU,LAL,Houston Rockets,Los Angeles Lakers,128,94,34,Home,97.1,TRUE,2024
202311080NYK,11/8/23 0:00,NYK,SAS,New York Knicks,San Antonio Spurs,126,105,21,Home,96.2,TRUE,2024
202311080DEN,11/8/23 0:00,DEN,GSW,Denver Nuggets,Golden State Warriors,108,105,3,Home,94.1,TRUE,2024
202311080CHO,11/8/23 0:00,CHO,WAS,Charlotte Hornets,Washington Wizards,116,132,-16,Home,102,TRUE,2024
202311080SAC,11/8/23 0:00,SAC,POR,Sacramento Kings,Portland Trail Blazers,121,118,3,Home,98.1,TRUE,2024
202311080MIN,11/8/23 0:00,MIN,NOP,Minnesota Timberwolves,New Orleans Pelicans,122,101,21,Home,102.3,TRUE,2024
202311080BRK,11/8/23 0:00,BRK,LAC,Brooklyn Nets,Los Angeles Clippers,100,93,7,Home,96.5,TRUE,2024
202311080MEM,11/8/23 0:00,MEM,MIA,Memphis Grizzlies,Miami Heat,102,108,-6,Home,97.6,TRUE,2024
202311080DAL,11/8/23 0:00,DAL,TOR,Dallas Mavericks,Toronto Raptors,116,127,-11,Home,104.1,TRUE,2024
202311080MIL,11/8/23 0:00,MIL,DET,Milwaukee Bucks,Detroit Pistons,120,118,2,Home,107.3,TRUE,2024
202311080OKC,11/8/23 0:00,OKC,CLE,Oklahoma City Thunder,Cleveland Cavaliers,128,120,8,Home,101.4,TRUE,2024
202311080IND,11/8/23 0:00,IND,UTA,Indiana Pacers,Utah Jazz,134,118,16,Home,104.8,TRUE,2024
202311080CHI,11/8/23 0:00,CHI,PHO,Chicago Bulls,Phoenix Suns,115,116,-1,Home,96.4,TRUE,2024
202311080PHI,11/8/23 0:00,PHI,BOS,Philadelphia 76ers,Boston Celtics,106,103,3,Home,99.4,TRUE,2024
202311090ORL,11/9/23 0:00,ORL,ATL,Orlando Magic,Atlanta Hawks,119,120,-1,Home,103.4,TRUE,2024
202311090IND,11/9/23 0:00,IND,MIL,Indiana Pacers,Milwaukee Bucks,126,124,2,Home,103,TRUE,2024
202311100HOU,11/10/23 0:00,HOU,NOP,Houston Rockets,New Orleans Pelicans,104,101,3,Home,98.1,TRUE,2024
202311100SAS,11/10/23 0:00,SAS,MIN,San Antonio Spurs,Minnesota Timberwolves,110,117,-7,Home,103.7,TRUE,2024
202311100WAS,11/10/23 0:00,WAS,CHO,Washington Wizards,Charlotte Hornets,117,124,-7,Home,101.2,TRUE,2024
202311100SAC,11/10/23 0:00,SAC,OKC,Sacramento Kings,Oklahoma City Thunder,105,98,7,Home,100.5,TRUE,2024
202311100PHO,11/10/23 0:00,PHO,LAL,Phoenix Suns,Los Angeles Lakers,119,122,-3,Home,99.3,TRUE,2024
202311100DAL,11/10/23 0:00,DAL,LAC,Dallas Mavericks,Los Angeles Clippers,144,126,18,Home,97.5,TRUE,2024
202311100MEM,11/10/23 0:00,MEM,UTA,Memphis Grizzlies,Utah Jazz,121,127,-6,Home,97.7,TRUE,2024
202311100DET,11/10/23 0:00,DET,PHI,Detroit Pistons,Philadelphia 76ers,106,114,-8,Home,97.3,TRUE,2024
202311100BOS,11/10/23 0:00,BOS,BRK,Boston Celtics,Brooklyn Nets,121,107,14,Home,93.1,TRUE,2024
202311110ORL,11/11/23 0:00,ORL,MIL,Orlando Magic,Milwaukee Bucks,112,97,15,Home,97,TRUE,2024
202311110GSW,11/11/23 0:00,GSW,CLE,Golden State Warriors,Cleveland Cavaliers,110,118,-8,Home,103.3,TRUE,2024
202311110ATL,11/11/23 0:00,ATL,MIA,Atlanta Hawks,Miami Heat,109,117,-8,Home,99.7,TRUE,2024
202311110BOS,11/11/23 0:00,BOS,TOR,Boston Celtics,Toronto Raptors,117,94,23,Home,97,TRUE,2024
202311120HOU,11/12/23 0:00,HOU,DEN,Houston Rockets,Denver Nuggets,107,104,3,Home,94.1,TRUE,2024
202311120SAS,11/12/23 0:00,SAS,MIA,San Antonio Spurs,Miami Heat,113,118,-5,Home,96,TRUE,2024
202311120GSW,11/12/23 0:00,GSW,MIN,Golden State Warriors,Minnesota Timberwolves,110,116,-6,Home,99.5,TRUE,2024
202311120NYK,11/12/23 0:00,NYK,CHO,New York Knicks,Charlotte Hornets,129,107,22,Home,93.4,TRUE,2024
202311120LAL,11/12/23 0:00,LAL,POR,Los Angeles Lakers,Portland Trail Blazers,116,110,6,Home,101.1,TRUE,2024
202311120NOP,11/12/23 0:00,NOP,DAL,New Orleans Pelicans,Dallas Mavericks,124,136,-12,Home,106.4,TRUE,2024
202311120LAC,11/12/23 0:00,LAC,MEM,Los Angeles Clippers,Memphis Grizzlies,101,105,-4,Home,98.7,TRUE,2024
202311120PHI,11/12/23 0:00,PHI,IND,Philadelphia 76ers,Indiana Pacers,137,126,11,Home,97.5,TRUE,2024
202311120PHO,11/12/23 0:00,PHO,OKC,Phoenix Suns,Oklahoma City Thunder,99,111,-12,Home,92.3,TRUE,2024
202311120CHI,11/12/23 0:00,CHI,DET,Chicago Bulls,Detroit Pistons,119,108,11,Home,94.9,TRUE,2024
202311120BRK,11/12/23 0:00,BRK,WAS,Brooklyn Nets,Washington Wizards,102,94,8,Home,101.2,TRUE,2024
202311130SAC,11/13/23 0:00,SAC,CLE,Sacramento Kings,Cleveland Cavaliers,132,120,12,Home,92.9,TRUE,2024
202311130MIL,11/13/23 0:00,MIL,CHI,Milwaukee Bucks,Chicago Bulls,118,109,9,Home,96.5,TRUE,2024
202311130BOS,11/13/23 0:00,BOS,NYK,Boston Celtics,New York Knicks,114,98,16,Home,84.2,TRUE,2024
202311130TOR,11/13/23 0:00,TOR,WAS,Toronto Raptors,Washington Wizards,111,107,4,Home,100.6,TRUE,2024
202311140BRK,11/14/23 0:00,BRK,ORL,Brooklyn Nets,Orlando Magic,124,104,20,Home,94,TRUE,2024
202311140OKC,11/14/23 0:00,OKC,SAS,Oklahoma City Thunder,San Antonio Spurs,123,87,36,Home,105.5,TRUE,2024
202311140GSW,11/14/23 0:00,GSW,MIN,Golden State Warriors,Minnesota Timberwolves,101,104,-3,Home,98,TRUE,2024
202311140CHO,11/14/23 0:00,CHO,MIA,Charlotte Hornets,Miami Heat,105,111,-6,Home,92.1,TRUE,2024
202311140LAL,11/14/23 0:00,LAL,MEM,Los Angeles Lakers,Memphis Grizzlies,134,107,27,Home,100,TRUE,2024
202311140NOP,11/14/23 0:00,NOP,DAL,New Orleans Pelicans,Dallas Mavericks,131,110,21,Home,101.7,TRUE,2024
202311140DEN,11/14/23 0:00,DEN,LAC,Denver Nuggets,Los Angeles Clippers,111,108,3,Home,91.1,TRUE,2024
202311140DET,11/14/23 0:00,DET,ATL,Detroit Pistons,Atlanta Hawks,120,126,-6,Home,100.7,TRUE,2024
202311140PHI,11/14/23 0:00,PHI,IND,Philadelphia 76ers,Indiana Pacers,126,132,-6,Home,107.8,TRUE,2024
202311140UTA,11/14/23 0:00,UTA,POR,Utah Jazz,Portland Trail Blazers,115,99,16,Home,96.3,TRUE,2024
202311150CHI,11/15/23 0:00,CHI,ORL,Chicago Bulls,Orlando Magic,94,96,-2,Home,94.8,TRUE,2024
202311150LAL,11/15/23 0:00,LAL,SAC,Los Angeles Lakers,Sacramento Kings,110,125,-15,Home,105.9,TRUE,2024
202311150WAS,11/15/23 0:00,WAS,DAL,Washington Wizards,Dallas Mavericks,117,130,-13,Home,103,TRUE,2024
202311150TOR,11/15/23 0:00,TOR,MIL,Toronto Raptors,Milwaukee Bucks,112,128,-16,Home,95.3,TRUE,2024
202311150POR,11/15/23 0:00,POR,CLE,Portland Trail Blazers,Cleveland Cavaliers,95,109,-14,Home,95.6,TRUE,2024
202311150ATL,11/15/23 0:00,ATL,NYK,Atlanta Hawks,New York Knicks,114,116,-2,Home,94.5,TRUE,2024
202311150PHO,11/15/23 0:00,PHO,MIN,Phoenix Suns,Minnesota Timberwolves,133,115,18,Home,91.5,TRUE,2024
202311150PHI,11/15/23 0:00,PHI,BOS,Philadelphia 76ers,Boston Celtics,107,117,-10,Home,91.1,TRUE,2024
202311160GSW,11/16/23 0:00,GSW,OKC,Golden State Warriors,Oklahoma City Thunder,109,128,-19,Home,99.1,TRUE,2024
202311160MIA,11/16/23 0:00,MIA,BRK,Miami Heat,Brooklyn Nets,122,115,7,Home,93.9,TRUE,2024
202311170LAC,11/17/23 0:00,LAC,HOU,Los Angeles Clippers,Houston Rockets,106,100,6,Home,98.5,TRUE,2024
202311170CHI,11/17/23 0:00,CHI,ORL,Chicago Bulls,Orlando Magic,97,103,-6,Home,96,TRUE,2024
202311170SAS,11/17/23 0:00,SAS,SAC,San Antonio Spurs,Sacramento Kings,120,129,-9,Home,106.2,TRUE,2024
202311170CHO,11/17/23 0:00,CHO,MIL,Charlotte Hornets,Milwaukee Bucks,99,130,-31,Home,102.4,TRUE,2024
202311170POR,11/17/23 0:00,POR,LAL,Portland Trail Blazers,Los Angeles Lakers,95,107,-12,Home,94.6,TRUE,2024
202311170NOP,11/17/23 0:00,NOP,DEN,New Orleans Pelicans,Denver Nuggets,115,110,5,Home,101.3,TRUE,2024
202311170CLE,11/17/23 0:00,CLE,DET,Cleveland Cavaliers,Detroit Pistons,108,100,8,Home,94.4,TRUE,2024
202311170ATL,11/17/23 0:00,ATL,PHI,Atlanta Hawks,Philadelphia 76ers,116,126,-10,Home,97.5,TRUE,2024
202311170UTA,11/17/23 0:00,UTA,PHO,Utah Jazz,Phoenix Suns,128,131,-3,Home,96.2,TRUE,2024
202311170TOR,11/17/23 0:00,TOR,BOS,Toronto Raptors,Boston Celtics,105,108,-3,Home,97.8,TRUE,2024
202311170WAS,11/17/23 0:00,WAS,NYK,Washington Wizards,New York Knicks,99,120,-21,Home,92.8,TRUE,2024
202311180SAS,11/18/23 0:00,SAS,MEM,San Antonio Spurs,Memphis Grizzlies,108,120,-12,Home,96.3,TRUE,2024
202311180GSW,11/18/23 0:00,GSW,OKC,Golden State Warriors,Oklahoma City Thunder,123,130,-7,Home,96.7,TRUE,2024
202311180CHO,11/18/23 0:00,CHO,NYK,Charlotte Hornets,New York Knicks,108,122,-14,Home,96.1,TRUE,2024
202311180NOP,11/18/23 0:00,NOP,MIN,New Orleans Pelicans,Minnesota Timberwolves,120,121,-1,Home,98.3,TRUE,2024
202311180MIL,11/18/23 0:00,MIL,DAL,Milwaukee Bucks,Dallas Mavericks,132,125,7,Home,104.2,TRUE,2024
202311180CHI,11/18/23 0:00,CHI,MIA,Chicago Bulls,Miami Heat,102,97,5,Home,91.7,TRUE,2024
202311190LAL,11/19/23 0:00,LAL,HOU,Los Angeles Lakers,Houston Rockets,105,104,1,Home,99,TRUE,2024
202311190IND,11/19/23 0:00,IND,ORL,Indiana Pacers,Orlando Magic,116,128,-12,Home,109.1,TRUE,2024
202311190DAL,11/19/23 0:00,DAL,SAC,Dallas Mavericks,Sacramento Kings,113,129,-16,Home,95.9,TRUE,2024
202311190CLE,11/19/23 0:00,CLE,DEN,Cleveland Cavaliers,Denver Nuggets,121,109,12,Home,93,TRUE,2024
202311190MEM,11/19/23 0:00,MEM,BOS,Memphis Grizzlies,Boston Celtics,100,102,-2,Home,91.8,TRUE,2024
202311190UTA,11/19/23 0:00,UTA,PHO,Utah Jazz,Phoenix Suns,137,140,-3,Home,94.6,TRUE,2024
202311190BRK,11/19/23 0:00,BRK,PHI,Brooklyn Nets,Philadelphia 76ers,99,121,-22,Home,93.2,TRUE,2024
202311190TOR,11/19/23 0:00,TOR,DET,Toronto Raptors,Detroit Pistons,142,113,29,Home,106.8,TRUE,2024
202311190POR,11/19/23 0:00,POR,OKC,Portland Trail Blazers,Oklahoma City Thunder,91,134,-43,Home,93.2,TRUE,2024
202311200GSW,11/20/23 0:00,GSW,HOU,Golden State Warriors,Houston Rockets,121,116,5,Home,91.9,TRUE,2024
202311200SAS,11/20/23 0:00,SAS,LAC,San Antonio Spurs,Los Angeles Clippers,99,124,-25,Home,99.4,TRUE,2024
202311200CHO,11/20/23 0:00,CHO,BOS,Charlotte Hornets,Boston Celtics,121,118,3,Home,96.3,TRUE,2024
202311200NOP,11/20/23 0:00,NOP,SAC,New Orleans Pelicans,Sacramento Kings,129,93,36,Home,99.1,TRUE,2024
202311200DET,11/20/23 0:00,DET,DEN,Detroit Pistons,Denver Nuggets,103,107,-4,Home,96.8,TRUE,2024
202311200WAS,11/20/23 0:00,WAS,MIL,Washington Wizards,Milwaukee Bucks,129,142,-13,Home,101.1,TRUE,2024
202311200MIN,11/20/23 0:00,MIN,NYK,Minnesota Timberwolves,New York Knicks,117,100,17,Home,96.9,TRUE,2024
202311200CHI,11/20/23 0:00,CHI,MIA,Chicago Bulls,Miami Heat,100,118,-18,Home,89.9,TRUE,2024
202311210ORL,11/21/23 0:00,ORL,TOR,Orlando Magic,Toronto Raptors,126,107,19,Home,101.7,TRUE,2024
202311210LAL,11/21/23 0:00,LAL,UTA,Los Angeles Lakers,Utah Jazz,131,99,32,Home,102,TRUE,2024
202311210PHI,11/21/23 0:00,PHI,CLE,Philadelphia 76ers,Cleveland Cavaliers,119,122,-3,Home,95.7,TRUE,2024
202311210ATL,11/21/23 0:00,ATL,IND,Atlanta Hawks,Indiana Pacers,152,157,-5,Home,108.4,TRUE,2024
202311210PHO,11/21/23 0:00,PHO,POR,Phoenix Suns,Portland Trail Blazers,120,107,13,Home,89.3,TRUE,2024
202311220HOU,11/22/23 0:00,HOU,MEM,Houston Rockets,Memphis Grizzlies,111,91,20,Home,96.5,TRUE,2024
202311220ORL,11/22/23 0:00,ORL,DEN,Orlando Magic,Denver Nuggets,124,119,5,Home,92.7,TRUE,2024
202311220SAS,11/22/23 0:00,SAS,LAC,San Antonio Spurs,Los Angeles Clippers,102,109,-7,Home,100.8,TRUE,2024
202311220PHO,11/22/23 0:00,PHO,GSW,Phoenix Suns,Golden State Warriors,123,115,8,Home,102,TRUE,2024
202311220CHO,11/22/23 0:00,CHO,WAS,Charlotte Hornets,Washington Wizards,117,114,3,Home,100.4,TRUE,2024
202311220NOP,11/22/23 0:00,NOP,SAC,New Orleans Pelicans,Sacramento Kings,117,112,5,Home,99.3,TRUE,2024
202311220LAL,11/22/23 0:00,LAL,DAL,Los Angeles Lakers,Dallas Mavericks,101,104,-3,Home,93.3,TRUE,2024
