boxscore_id,date,team_abbr,opponent_abbr,team_name,opponent_name,team_score,opponent_score,margin,location,pace,completed,year
202110200MIN,"Wed, Oct 20, 2021",MIN,HOU,Minnesota Timberwolves,Houston Rockets,124,106,18,Home,104.8,True,2022
202110220HOU,"Fri, Oct 22, 2021",HOU,OKC,Houston Rockets,Oklahoma City Thunder,124,91,33,Home,106.2,True,2022
202110240HOU,"Sun, Oct 24, 2021",HOU,BOS,Houston Rockets,Boston Celtics,97,107,-10,Home,97.3,True,2022
202110260DAL,"Tue, Oct 26, 2021",DAL,HOU,Dallas Mavericks,Houston Rockets,116,106,10,Home,101.7,True,2022
202110280HOU,"Thu, Oct 28, 2021",HOU,UTA,Houston Rockets,Utah Jazz,91,122,-31,Home,100.6,True,2022
202110310LAL,"Sun, Oct 31, 2021",LAL,HOU,Los Angeles Lakers,Houston Rockets,95,85,10,Home,101.9,True,2022
202111020LAL,"Tue, Nov 2, 2021",LAL,HOU,Los Angeles Lakers,Houston Rockets,119,117,2,Home,106.2,True,2022
202111040PHO,"Thu, Nov 4, 2021",PHO,HOU,Phoenix Suns,Houston Rockets,123,111,12,Home,104.1,True,2022
202111060DEN,"Sat, Nov 6, 2021",DEN,HOU,Denver Nuggets,Houston Rockets,95,94,1,Home,94.5,True,2022
202111070GSW,"Sun, Nov 7, 2021",GSW,HOU,Golden State Warriors,Houston Rockets,120,107,13,Home,101.2,True,2022
202111100HOU,"Wed, Nov 10, 2021",HOU,DET,Houston Rockets,Detroit Pistons,104,112,-8,Home,99.1,True,2022
202111120HOU,"Fri, Nov 12, 2021",HOU,POR,Houston Rockets,Portland Trail Blazers,92,104,-12,Home,99.6,True,2022
202111140HOU,"Sun, Nov 14, 2021",HOU,PHO,Houston Rockets,Phoenix Suns,89,115,-26,Home,103.3,True,2022
202111150MEM,"Mon, Nov 15, 2021",MEM,HOU,Memphis Grizzlies,Houston Rockets,136,102,34,Home,106.1,True,2022
202111170OKC,"Wed, Nov 17, 2021",OKC,HOU,Oklahoma City Thunder,Houston Rockets,101,89,12,Home,99.7,True,2022
202111200NYK,"Sat, Nov 20, 2021",NYK,HOU,New York Knicks,Houston Rockets,106,99,7,Home,98.2,True,2022
202111220BOS,"Mon, Nov 22, 2021",BOS,HOU,Boston Celtics,Houston Rockets,108,90,18,Home,101.6,True,2022
202111240HOU,"Wed, Nov 24, 2021",HOU,CHI,Houston Rockets,Chicago Bulls,118,113,5,Home,105.0,True,2022
202111270HOU,"Sat, Nov 27, 2021",HOU,CHO,Houston Rockets,Charlotte Hornets,146,143,3,Home,96.0,True,2022
