boxscore_id,date,team_abbr,opponent_abbr,team_name,opponent_name,team_score,opponent_score,margin,location,pace,completed,year
201410280LAL,"Tue, Oct 28, 2014",LAL,HOU,Los Angeles Lakers,Houston Rockets,90,108,-18,Home,90.9,True,2015
201410290UTA,"Wed, Oct 29, 2014",UTA,HOU,Utah Jazz,Houston Rockets,93,104,-11,Home,87.8,True,2015
201411010HOU,"Sat, Nov 1, 2014",HOU,BOS,Houston Rockets,Boston Celtics,104,90,14,Home,97.6,True,2015
201411030PHI,"Mon, Nov 3, 2014",PHI,HOU,Philadelphia 76ers,Houston Rockets,93,104,-11,Home,92.9,True,2015
201411040MIA,"Tue, Nov 4, 2014",MIA,HOU,Miami Heat,Houston Rockets,91,108,-17,Home,84.9,True,2015
201411060HOU,"Thu, Nov 6, 2014",HOU,SAS,Houston Rockets,San Antonio Spurs,98,81,17,Home,96.6,True,2015
201411080HOU,"Sat, Nov 8, 2014",HOU,GSW,Houston Rockets,Golden State Warriors,87,98,-11,Home,100.8,True,2015
201411120MIN,"Wed, Nov 12, 2014",MIN,HOU,Minnesota Timberwolves,Houston Rockets,101,113,-12,Home,94.7,True,2015
201411140HOU,"Fri, Nov 14, 2014",HOU,PHI,Houston Rockets,Philadelphia 76ers,88,87,1,Home,97.2,True,2015
201411160OKC,"Sun, Nov 16, 2014",OKC,HOU,Oklahoma City Thunder,Houston Rockets,65,69,-4,Home,81.6,True,2015
201411170MEM,"Mon, Nov 17, 2014",MEM,HOU,Memphis Grizzlies,Houston Rockets,119,93,26,Home,93.8,True,2015
201411190HOU,"Wed, Nov 19, 2014",HOU,LAL,Houston Rockets,Los Angeles Lakers,92,98,-6,Home,94.3,True,2015
201411220HOU,"Sat, Nov 22, 2014",HOU,DAL,Houston Rockets,Dallas Mavericks,95,92,3,Home,92.1,True,2015
201411240HOU,"Mon, Nov 24, 2014",HOU,NYK,Houston Rockets,New York Knicks,91,86,5,Home,88.2,True,2015
201411260HOU,"Wed, Nov 26, 2014",HOU,SAC,Houston Rockets,Sacramento Kings,102,89,13,Home,90.4,True,2015
201411280HOU,"Fri, Nov 28, 2014",HOU,LAC,Houston Rockets,Los Angeles Clippers,85,102,-17,Home,91.5,True,2015
201411290MIL,"Sat, Nov 29, 2014",MIL,HOU,Milwaukee Bucks,Houston Rockets,103,117,-14,Home,89.6,True,2015
201412030HOU,"Wed, Dec 3, 2014",HOU,MEM,Houston Rockets,Memphis Grizzlies,105,96,9,Home,96.0,True,2015
201412050MIN,"Fri, Dec 5, 2014",MIN,HOU,Minnesota Timberwolves,Houston Rockets,112,114,-2,Home,95.1,True,2015
201412060HOU,"Sat, Dec 6, 2014",HOU,PHO,Houston Rockets,Phoenix Suns,100,95,5,Home,94.7,True,2015
201412100GSW,"Wed, Dec 10, 2014",GSW,HOU,Golden State Warriors,Houston Rockets,105,93,12,Home,97.1,True,2015
201412110SAC,"Thu, Dec 11, 2014",SAC,HOU,Sacramento Kings,Houston Rockets,109,113,-4,Home,94.3,True,2015
201412130HOU,"Sat, Dec 13, 2014",HOU,DEN,Houston Rockets,Denver Nuggets,108,96,12,Home,102.6,True,2015
201412170DEN,"Wed, Dec 17, 2014",DEN,HOU,Denver Nuggets,Houston Rockets,111,115,-4,Home,97.3,True,2015
201412180HOU,"Thu, Dec 18, 2014",HOU,NOP,Houston Rockets,New Orleans Pelicans,90,99,-9,Home,90.4,True,2015
201412200HOU,"Sat, Dec 20, 2014",HOU,ATL,Houston Rockets,Atlanta Hawks,97,104,-7,Home,92.8,True,2015
201412220HOU,"Mon, Dec 22, 2014",HOU,POR,Houston Rockets,Portland Trail Blazers,110,95,15,Home,100.6,True,2015
201412260MEM,"Fri, Dec 26, 2014",MEM,HOU,Memphis Grizzlies,Houston Rockets,111,117,-6,Home,91.2,True,2015
201412280SAS,"Sun, Dec 28, 2014",SAS,HOU,San Antonio Spurs,Houston Rockets,110,106,4,Home,99.8,True,2015
201412290HOU,"Mon, Dec 29, 2014",HOU,WAS,Houston Rockets,Washington Wizards,103,104,-1,Home,96.7,True,2015
201412310HOU,"Wed, Dec 31, 2014",HOU,CHO,Houston Rockets,Charlotte Hornets,102,83,19,Home,94.3,True,2015
201501020NOP,"Fri, Jan 2, 2015",NOP,HOU,New Orleans Pelicans,Houston Rockets,111,83,28,Home,96.1,True,2015
201501030HOU,"Sat, Jan 3, 2015",HOU,MIA,Houston Rockets,Miami Heat,115,79,36,Home,91.3,True,2015
201501050CHI,"Mon, Jan 5, 2015",CHI,HOU,Chicago Bulls,Houston Rockets,114,105,9,Home,97.2,True,2015
201501070CLE,"Wed, Jan 7, 2015",CLE,HOU,Cleveland Cavaliers,Houston Rockets,93,105,-12,Home,89.9,True,2015
201501080NYK,"Thu, Jan 8, 2015",NYK,HOU,New York Knicks,Houston Rockets,96,120,-24,Home,99.3,True,2015
