boxscore_id,date,team_abbr,opponent_abbr,team_name,opponent_name,team_score,opponent_score,margin,location,pace,completed,year
201510280HOU,"Wed, Oct 28, 2015",HOU,DEN,Houston Rockets,Denver Nuggets,85,105,-20,Home,97.0,True,2016
201510300HOU,"Fri, Oct 30, 2015",HOU,GSW,Houston Rockets,Golden State Warriors,92,112,-20,Home,98.6,True,2016
201511010MIA,"Sun, Nov 1, 2015",MIA,HOU,Miami Heat,Houston Rockets,109,89,20,Home,96.7,True,2016
201511020HOU,"Mon, Nov 2, 2015",HOU,OKC,Houston Rockets,Oklahoma City Thunder,110,105,5,Home,102.9,True,2016
201511040HOU,"Wed, Nov 4, 2015",HOU,ORL,Houston Rockets,Orlando Magic,119,114,5,Home,92.9,True,2016
201511060SAC,"Fri, Nov 6, 2015",SAC,HOU,Sacramento Kings,Houston Rockets,110,116,-6,Home,101.3,True,2016
201511070LAC,"Sat, Nov 7, 2015",LAC,HOU,Los Angeles Clippers,Houston Rockets,105,109,-4,Home,98.2,True,2016
201511110HOU,"Wed, Nov 11, 2015",HOU,BRK,Houston Rockets,Brooklyn Nets,98,106,-8,Home,93.9,True,2016
201511130DEN,"Fri, Nov 13, 2015",DEN,HOU,Denver Nuggets,Houston Rockets,107,98,9,Home,99.7,True,2016
201511140HOU,"Sat, Nov 14, 2015",HOU,DAL,Houston Rockets,Dallas Mavericks,98,110,-12,Home,96.7,True,2016
201511160HOU,"Mon, Nov 16, 2015",HOU,BOS,Houston Rockets,Boston Celtics,95,111,-16,Home,101.0,True,2016
201511180HOU,"Wed, Nov 18, 2015",HOU,POR,Houston Rockets,Portland Trail Blazers,108,103,5,Home,96.6,True,2016
201511200MEM,"Fri, Nov 20, 2015",MEM,HOU,Memphis Grizzlies,Houston Rockets,96,84,12,Home,98.7,True,2016
201511210HOU,"Sat, Nov 21, 2015",HOU,NYK,Houston Rockets,New York Knicks,102,107,-5,Home,84.6,True,2016
201511250HOU,"Wed, Nov 25, 2015",HOU,MEM,Houston Rockets,Memphis Grizzlies,93,102,-9,Home,95.1,True,2016
201511270HOU,"Fri, Nov 27, 2015",HOU,PHI,Houston Rockets,Philadelphia 76ers,116,114,2,Home,98.3,True,2016
201511290NYK,"Sun, Nov 29, 2015",NYK,HOU,New York Knicks,Houston Rockets,111,116,-5,Home,90.3,True,2016
201511300DET,"Mon, Nov 30, 2015",DET,HOU,Detroit Pistons,Houston Rockets,116,105,11,Home,96.6,True,2016
201512020HOU,"Wed, Dec 2, 2015",HOU,NOP,Houston Rockets,New Orleans Pelicans,108,101,7,Home,102.7,True,2016
201512040DAL,"Fri, Dec 4, 2015",DAL,HOU,Dallas Mavericks,Houston Rockets,96,100,-4,Home,93.4,True,2016
201512050HOU,"Sat, Dec 5, 2015",HOU,SAC,Houston Rockets,Sacramento Kings,120,113,7,Home,99.6,True,2016
201512080BRK,"Tue, Dec 8, 2015",BRK,HOU,Brooklyn Nets,Houston Rockets,110,105,5,Home,99.8,True,2016
201512090WAS,"Wed, Dec 9, 2015",WAS,HOU,Washington Wizards,Houston Rockets,103,109,-6,Home,104.8,True,2016
201512120HOU,"Sat, Dec 12, 2015",HOU,LAL,Houston Rockets,Los Angeles Lakers,126,97,29,Home,101.8,True,2016
201512140DEN,"Mon, Dec 14, 2015",DEN,HOU,Denver Nuggets,Houston Rockets,114,108,6,Home,94.4,True,2016
201512150SAC,"Tue, Dec 15, 2015",SAC,HOU,Sacramento Kings,Houston Rockets,107,97,10,Home,104.7,True,2016
201512170LAL,"Thu, Dec 17, 2015",LAL,HOU,Los Angeles Lakers,Houston Rockets,87,107,-20,Home,92.0,True,2016
201512190HOU,"Sat, Dec 19, 2015",HOU,LAC,Houston Rockets,Los Angeles Clippers,107,97,10,Home,99.5,True,2016
201512210HOU,"Mon, Dec 21, 2015",HOU,CHO,Houston Rockets,Charlotte Hornets,102,95,7,Home,95.9,True,2016
201512230ORL,"Wed, Dec 23, 2015",ORL,HOU,Orlando Magic,Houston Rockets,104,101,3,Home,89.7,True,2016
201512250HOU,"Fri, Dec 25, 2015",HOU,SAS,Houston Rockets,San Antonio Spurs,88,84,4,Home,91.3,True,2016
201512260NOP,"Sat, Dec 26, 2015",NOP,HOU,New Orleans Pelicans,Houston Rockets,110,108,2,Home,90.5,True,2016
201512290HOU,"Tue, Dec 29, 2015",HOU,ATL,Houston Rockets,Atlanta Hawks,115,121,-6,Home,101.2,True,2016
201512310HOU,"Thu, Dec 31, 2015",HOU,GSW,Houston Rockets,Golden State Warriors,110,114,-4,Home,99.7,True,2016
201601020SAS,"Sat, Jan 2, 2016",SAS,HOU,San Antonio Spurs,Houston Rockets,121,103,18,Home,94.6,True,2016
201601040UTA,"Mon, Jan 4, 2016",UTA,HOU,Utah Jazz,Houston Rockets,91,93,-2,Home,84.6,True,2016
201601070HOU,"Thu, Jan 7, 2016",HOU,UTA,Houston Rockets,Utah Jazz,103,94,9,Home,91.4,True,2016
201601100HOU,"Sun, Jan 10, 2016",HOU,IND,Houston Rockets,Indiana Pacers,107,103,4,Home,97.1,True,2016
201601120MEM,"Tue, Jan 12, 2016",MEM,HOU,Memphis Grizzlies,Houston Rockets,91,107,-16,Home,81.1,True,2016
201601130HOU,"Wed, Jan 13, 2016",HOU,MIN,Houston Rockets,Minnesota Timberwolves,107,104,3,Home,96.7,True,2016
201601150HOU,"Fri, Jan 15, 2016",HOU,CLE,Houston Rockets,Cleveland Cavaliers,77,91,-14,Home,90.5,True,2016
201601170LAL,"Sun, Jan 17, 2016",LAL,HOU,Los Angeles Lakers,Houston Rockets,95,112,-17,Home,100.6,True,2016
201601180LAC,"Mon, Jan 18, 2016",LAC,HOU,Los Angeles Clippers,Houston Rockets,140,132,8,Home,96.9,True,2016
201601200HOU,"Wed, Jan 20, 2016",HOU,DET,Houston Rockets,Detroit Pistons,114,123,-9,Home,102.0,True,2016
201601220HOU,"Fri, Jan 22, 2016",HOU,MIL,Houston Rockets,Milwaukee Bucks,102,98,4,Home,92.5,True,2016
201601240HOU,"Sun, Jan 24, 2016",HOU,DAL,Houston Rockets,Dallas Mavericks,115,104,11,Home,92.4,True,2016
201601250NOP,"Mon, Jan 25, 2016",NOP,HOU,New Orleans Pelicans,Houston Rockets,111,112,-1,Home,94.4,True,2016
201601270SAS,"Wed, Jan 27, 2016",SAS,HOU,San Antonio Spurs,Houston Rockets,130,99,31,Home,97.8,True,2016
201601290OKC,"Fri, Jan 29, 2016",OKC,HOU,Oklahoma City Thunder,Houston Rockets,116,108,8,Home,106.4,True,2016
