boxscore_id,date,team_abbr,opponent_abbr,team_name,opponent_name,team_score,opponent_score,margin,location,pace,completed,year
201710170GSW,"Tue, Oct 17, 2017",GSW,HOU,Golden State Warriors,Houston Rockets,121,122,-1,Home,102.0,True,2018
201710180SAC,"Wed, Oct 18, 2017",SAC,HOU,Sacramento Kings,Houston Rockets,100,105,-5,Home,96.3,True,2018
201710210HOU,"Sat, Oct 21, 2017",HOU,DAL,Houston Rockets,Dallas Mavericks,107,91,16,Home,96.4,True,2018
201710230HOU,"Mon, Oct 23, 2017",HOU,MEM,Houston Rockets,Memphis Grizzlies,90,98,-8,Home,91.7,True,2018
201710250PHI,"Wed, Oct 25, 2017",PHI,HOU,Philadelphia 76ers,Houston Rockets,104,105,-1,Home,97.8,True,2018
201710270CHO,"Fri, Oct 27, 2017",CHO,HOU,Charlotte Hornets,Houston Rockets,93,109,-16,Home,96.4,True,2018
201710280MEM,"Sat, Oct 28, 2017",MEM,HOU,Memphis Grizzlies,Houston Rockets,103,89,14,Home,92.4,True,2018
201710300HOU,"Mon, Oct 30, 2017",HOU,PHI,Houston Rockets,Philadelphia 76ers,107,115,-8,Home,101.4,True,2018
201711010NYK,"Wed, Nov 1, 2017",NYK,HOU,New York Knicks,Houston Rockets,97,119,-22,Home,103.6,True,2018
201711030ATL,"Fri, Nov 3, 2017",ATL,HOU,Atlanta Hawks,Houston Rockets,104,119,-15,Home,100.4,True,2018
201711050HOU,"Sun, Nov 5, 2017",HOU,UTA,Houston Rockets,Utah Jazz,137,110,27,Home,102.3,True,2018
201711090HOU,"Thu, Nov 9, 2017",HOU,CLE,Houston Rockets,Cleveland Cavaliers,117,113,4,Home,97.0,True,2018
201711110HOU,"Sat, Nov 11, 2017",HOU,MEM,Houston Rockets,Memphis Grizzlies,111,96,15,Home,98.7,True,2018
201711120IND,"Sun, Nov 12, 2017",IND,HOU,Indiana Pacers,Houston Rockets,95,118,-23,Home,97.7,True,2018
201711140HOU,"Tue, Nov 14, 2017",HOU,TOR,Houston Rockets,Toronto Raptors,113,129,-16,Home,100.4,True,2018
201711160PHO,"Thu, Nov 16, 2017",PHO,HOU,Phoenix Suns,Houston Rockets,116,142,-26,Home,106.9,True,2018
201711180MEM,"Sat, Nov 18, 2017",MEM,HOU,Memphis Grizzlies,Houston Rockets,83,105,-22,Home,90.4,True,2018
201711220HOU,"Wed, Nov 22, 2017",HOU,DEN,Houston Rockets,Denver Nuggets,125,95,30,Home,99.9,True,2018
201711250HOU,"Sat, Nov 25, 2017",HOU,NYK,Houston Rockets,New York Knicks,117,102,15,Home,100.7,True,2018
201711270HOU,"Mon, Nov 27, 2017",HOU,BRK,Houston Rockets,Brooklyn Nets,117,103,14,Home,99.5,True,2018
201711290HOU,"Wed, Nov 29, 2017",HOU,IND,Houston Rockets,Indiana Pacers,118,97,21,Home,97.7,True,2018
