boxscore_id,date,team,opponent,team_name,opponent_name,team_score,opponent_score,margin,location,pace,completed,year
202301280SAS,"Sat, Jan 28, 2023",SAS,PHO,San Antonio Spurs,Phoenix Suns,118,128,-10,Home,95.9,True,2023
202301300SAS,"Mon, Jan 30, 2023",SAS,WAS,San Antonio Spurs,Washington Wizards,106,127,-21,Home,100.4,True,2023
202302010SAS,"Wed, Feb 1, 2023",SAS,SAC,San Antonio Spurs,Sacramento Kings,109,119,-10,Home,99.4,True,2023
202302030SAS,"Fri, Feb 3, 2023",SAS,PHI,San Antonio Spurs,Philadelphia 76ers,125,137,-12,Home,100.3,True,2023
202302060CHI,"Mon, Feb 6, 2023",CHI,SAS,Chicago Bulls,San Antonio Spurs,128,104,24,Home,106.3,True,2023
202302080TOR,"Wed, Feb 8, 2023",TOR,SAS,Toronto Raptors,San Antonio Spurs,112,98,14,Home,101.8,True,2023
202302100DET,"Fri, Feb 10, 2023",DET,SAS,Detroit Pistons,San Antonio Spurs,138,131,7,Home,99.3,True,2023
202302110ATL,"Sat, Feb 11, 2023",ATL,SAS,Atlanta Hawks,San Antonio Spurs,125,106,19,Home,103.7,True,2023
202302130CLE,"Mon, Feb 13, 2023",CLE,SAS,Cleveland Cavaliers,San Antonio Spurs,117,109,8,Home,92.9,True,2023
202302150CHO,"Wed, Feb 15, 2023",CHO,SAS,Charlotte Hornets,San Antonio Spurs,120,110,10,Home,107.1,True,2023
202302230DAL,"Thu, Feb 23, 2023",DAL,SAS,Dallas Mavericks,San Antonio Spurs,142,116,26,Home,100.2,True,2023
202302250UTA,"Sat, Feb 25, 2023",UTA,SAS,Utah Jazz,San Antonio Spurs,118,102,16,Home,101.8,True,2023
202302280UTA,"Tue, Feb 28, 2023",UTA,SAS,Utah Jazz,San Antonio Spurs,94,102,-8,Home,102.6,True,2023
202303020SAS,"Thu, Mar 2, 2023",SAS,IND,San Antonio Spurs,Indiana Pacers,110,99,11,Home,101.8,True,2023
202303100SAS,"Fri, Mar 10, 2023",SAS,DEN,San Antonio Spurs,Denver Nuggets,128,120,8,Home,103.2,True,2023
202303120SAS,"Sun, Mar 12, 2023",SAS,OKC,San Antonio Spurs,Oklahoma City Thunder,90,102,-12,Home,100.6,True,2023
202303150SAS,"Wed, Mar 15, 2023",SAS,DAL,San Antonio Spurs,Dallas Mavericks,128,137,-9,Home,98.8,True,2023
202303170SAS,"Fri, Mar 17, 2023",SAS,MEM,San Antonio Spurs,Memphis Grizzlies,120,126,-6,Home,99.7,True,2023
202303190SAS,"Sun, Mar 19, 2023",SAS,ATL,San Antonio Spurs,Atlanta Hawks,126,118,8,Home,100.0,True,2023
202303210NOP,"Tue, Mar 21, 2023",NOP,SAS,New Orleans Pelicans,San Antonio Spurs,119,84,35,Home,98.7,True,2023
202303220MIL,"Wed, Mar 22, 2023",MIL,SAS,Milwaukee Bucks,San Antonio Spurs,130,94,36,Home,111.4,True,2023
202303240WAS,"Fri, Mar 24, 2023",WAS,SAS,Washington Wizards,San Antonio Spurs,136,124,12,Home,98.0,True,2023
202303260BOS,"Sun, Mar 26, 2023",BOS,SAS,Boston Celtics,San Antonio Spurs,137,93,44,Home,107.8,True,2023
202303290SAS,"Wed, Mar 29, 2023",SAS,UTA,San Antonio Spurs,Utah Jazz,117,128,-11,Home,106.3,True,2023
202303310GSW,"Fri, Mar 31, 2023",GSW,SAS,Golden State Warriors,San Antonio Spurs,130,115,15,Home,98.7,True,2023
202304020SAC,"Sun, Apr 2, 2023",SAC,SAS,Sacramento Kings,San Antonio Spurs,134,142,-8,Home,102.8,True,2023
202304040PHO,"Tue, Apr 4, 2023",PHO,SAS,Phoenix Suns,San Antonio Spurs,115,94,21,Home,96.4,True,2023
202304060SAS,"Thu, Apr 6, 2023",SAS,POR,San Antonio Spurs,Portland Trail Blazers,129,127,2,Home,107.1,True,2023
202304080SAS,"Sat, Apr 8, 2023",SAS,MIN,San Antonio Spurs,Minnesota Timberwolves,131,151,-20,Home,105.8,True,2023
202304090DAL,"Sun, Apr 9, 2023",DAL,SAS,Dallas Mavericks,San Antonio Spurs,117,138,-21,Home,110.8,True,2023
202210180GSW,"Tue, Oct 18, 2022",GSW,LAL,Golden State Warriors,Los Angeles Lakers,123,109,14,Home,113.6,True,2023
202210210GSW,"Fri, Oct 21, 2022",GSW,DEN,Golden State Warriors,Denver Nuggets,123,128,-5,Home,105.2,True,2023
202210230GSW,"Sun, Oct 23, 2022",GSW,SAC,Golden State Warriors,Sacramento Kings,130,125,5,Home,108.8,True,2023
202210250PHO,"Tue, Oct 25, 2022",PHO,GSW,Phoenix Suns,Golden State Warriors,134,105,29,Home,101.0,True,2023
202210270GSW,"Thu, Oct 27, 2022",GSW,MIA,Golden State Warriors,Miami Heat,123,110,13,Home,97.8,True,2023
202210290CHO,"Sat, Oct 29, 2022",CHO,GSW,Charlotte Hornets,Golden State Warriors,120,113,7,Home,95.7,True,2023
202210300DET,"Sun, Oct 30, 2022",DET,GSW,Detroit Pistons,Golden State Warriors,128,114,14,Home,100.2,True,2023
202211010MIA,"Tue, Nov 1, 2022",MIA,GSW,Miami Heat,Golden State Warriors,116,109,7,Home,99.1,True,2023
202211040NOP,"Fri, Nov 4, 2022",NOP,GSW,New Orleans Pelicans,Golden State Warriors,114,105,9,Home,97.9,True,2023
202211070GSW,"Mon, Nov 7, 2022",GSW,SAC,Golden State Warriors,Sacramento Kings,116,113,3,Home,102.2,True,2023
202211110GSW,"Fri, Nov 11, 2022",GSW,CLE,Golden State Warriors,Cleveland Cavaliers,106,101,5,Home,94.3,True,2023
202211130SAC,"Sun, Nov 13, 2022",SAC,GSW,Sacramento Kings,Golden State Warriors,122,115,7,Home,104.5,True,2023
202211160PHO,"Wed, Nov 16, 2022",PHO,GSW,Phoenix Suns,Golden State Warriors,130,119,11,Home,105.6,True,2023
202211180GSW,"Fri, Nov 18, 2022",GSW,NYK,Golden State Warriors,New York Knicks,111,101,10,Home,100.9,True,2023
202211210NOP,"Mon, Nov 21, 2022",NOP,GSW,New Orleans Pelicans,Golden State Warriors,128,83,45,Home,102.2,True,2023
202211230GSW,"Wed, Nov 23, 2022",GSW,LAC,Golden State Warriors,Los Angeles Clippers,124,107,17,Home,101.2,True,2023
202211250GSW,"Fri, Nov 25, 2022",GSW,UTA,Golden State Warriors,Utah Jazz,129,118,11,Home,101.3,True,2023
202211270MIN,"Sun, Nov 27, 2022",MIN,GSW,Minnesota Timberwolves,Golden State Warriors,114,137,-23,Home,104.0,True,2023
202211290DAL,"Tue, Nov 29, 2022",DAL,GSW,Dallas Mavericks,Golden State Warriors,116,113,3,Home,104.6,True,2023
202212020GSW,"Fri, Dec 2, 2022",GSW,CHI,Golden State Warriors,Chicago Bulls,119,111,8,Home,107.9,True,2023
202212050GSW,"Mon, Dec 5, 2022",GSW,IND,Golden State Warriors,Indiana Pacers,104,112,-8,Home,99.8,True,2023
202212070UTA,"Wed, Dec 7, 2022",UTA,GSW,Utah Jazz,Golden State Warriors,124,123,1,Home,102.7,True,2023
202212100GSW,"Sat, Dec 10, 2022",GSW,BOS,Golden State Warriors,Boston Celtics,123,107,16,Home,100.9,True,2023
202212130MIL,"Tue, Dec 13, 2022",MIL,GSW,Milwaukee Bucks,Golden State Warriors,128,111,17,Home,105.1,True,2023
202212140IND,"Wed, Dec 14, 2022",IND,GSW,Indiana Pacers,Golden State Warriors,125,119,6,Home,107.1,True,2023
202212160PHI,"Fri, Dec 16, 2022",PHI,GSW,Philadelphia 76ers,Golden State Warriors,118,106,12,Home,100.9,True,2023
202212180TOR,"Sun, Dec 18, 2022",TOR,GSW,Toronto Raptors,Golden State Warriors,110,126,-16,Home,94.2,True,2023
202212200NYK,"Tue, Dec 20, 2022",NYK,GSW,New York Knicks,Golden State Warriors,132,94,38,Home,94.2,True,2023
202212210BRK,"Wed, Dec 21, 2022",BRK,GSW,Brooklyn Nets,Golden State Warriors,143,113,30,Home,102.3,True,2023
202212250GSW,"Sun, Dec 25, 2022",GSW,MEM,Golden State Warriors,Memphis Grizzlies,123,109,14,Home,104.8,True,2023
202212270GSW,"Tue, Dec 27, 2022",GSW,CHO,Golden State Warriors,Charlotte Hornets,110,105,5,Home,105.5,True,2023
202212280GSW,"Wed, Dec 28, 2022",GSW,UTA,Golden State Warriors,Utah Jazz,112,107,5,Home,100.6,True,2023
202212300GSW,"Fri, Dec 30, 2022",GSW,POR,Golden State Warriors,Portland Trail Blazers,118,112,6,Home,94.0,True,2023
202301020GSW,"Mon, Jan 2, 2023",GSW,ATL,Golden State Warriors,Atlanta Hawks,143,141,2,Home,102.4,True,2023
202301040GSW,"Wed, Jan 4, 2023",GSW,DET,Golden State Warriors,Detroit Pistons,119,122,-3,Home,96.3,True,2023
202301100GSW,"Tue, Jan 10, 2023",GSW,PHO,Golden State Warriors,Phoenix Suns,113,125,-12,Home,102.9,True,2023
202301150CHI,"Sun, Jan 15, 2023",CHI,GSW,Chicago Bulls,Golden State Warriors,132,118,14,Home,106.2,True,2023
202301160WAS,"Mon, Jan 16, 2023",WAS,GSW,Washington Wizards,Golden State Warriors,118,127,-9,Home,101.1,True,2023
202301190BOS,"Thu, Jan 19, 2023",BOS,GSW,Boston Celtics,Golden State Warriors,121,118,3,Home,104.4,True,2023
202301200CLE,"Fri, Jan 20, 2023",CLE,GSW,Cleveland Cavaliers,Golden State Warriors,114,120,-6,Home,94.7,True,2023
202301220GSW,"Sun, Jan 22, 2023",GSW,BRK,Golden State Warriors,Brooklyn Nets,116,120,-4,Home,98.3,True,2023
202301250GSW,"Wed, Jan 25, 2023",GSW,MEM,Golden State Warriors,Memphis Grizzlies,122,120,2,Home,101.8,True,2023
202301270GSW,"Fri, Jan 27, 2023",GSW,TOR,Golden State Warriors,Toronto Raptors,129,117,12,Home,102.9,True,2023
202301300OKC,"Mon, Jan 30, 2023",OKC,GSW,Oklahoma City Thunder,Golden State Warriors,120,128,-8,Home,107.2,True,2023
202302010MIN,"Wed, Feb 1, 2023",MIN,GSW,Minnesota Timberwolves,Golden State Warriors,119,114,5,Home,103.0,True,2023
202302020DEN,"Thu, Feb 2, 2023",DEN,GSW,Denver Nuggets,Golden State Warriors,134,117,17,Home,100.3,True,2023
202302040GSW,"Sat, Feb 4, 2023",GSW,DAL,Golden State Warriors,Dallas Mavericks,119,113,6,Home,98.1,True,2023
202302060GSW,"Mon, Feb 6, 2023",GSW,OKC,Golden State Warriors,Oklahoma City Thunder,141,114,27,Home,102.8,True,2023
202302080POR,"Wed, Feb 8, 2023",POR,GSW,Portland Trail Blazers,Golden State Warriors,125,122,3,Home,99.2,True,2023
202302110GSW,"Sat, Feb 11, 2023",GSW,LAL,Golden State Warriors,Los Angeles Lakers,103,109,-6,Home,105.1,True,2023
202302130GSW,"Mon, Feb 13, 2023",GSW,WAS,Golden State Warriors,Washington Wizards,135,126,9,Home,96.7,True,2023
202302140LAC,"Tue, Feb 14, 2023",LAC,GSW,Los Angeles Clippers,Golden State Warriors,134,124,10,Home,94.8,True,2023
202302230LAL,"Thu, Feb 23, 2023",LAL,GSW,Los Angeles Lakers,Golden State Warriors,124,111,13,Home,103.7,True,2023
202302260GSW,"Sun, Feb 26, 2023",GSW,MIN,Golden State Warriors,Minnesota Timberwolves,109,104,5,Home,100.5,True,2023
202302280GSW,"Tue, Feb 28, 2023",GSW,POR,Golden State Warriors,Portland Trail Blazers,123,105,18,Home,98.6,True,2023
202303020GSW,"Thu, Mar 2, 2023",GSW,LAC,Golden State Warriors,Los Angeles Clippers,115,91,24,Home,100.8,True,2023
202303030GSW,"Fri, Mar 3, 2023",GSW,NOP,Golden State Warriors,New Orleans Pelicans,108,99,9,Home,92.6,True,2023
202303050LAL,"Sun, Mar 5, 2023",LAL,GSW,Los Angeles Lakers,Golden State Warriors,113,105,8,Home,99.4,True,2023
202303070OKC,"Tue, Mar 7, 2023",OKC,GSW,Oklahoma City Thunder,Golden State Warriors,137,128,9,Home,104.8,True,2023
202303090MEM,"Thu, Mar 9, 2023",MEM,GSW,Memphis Grizzlies,Golden State Warriors,131,110,21,Home,99.3,True,2023
202303110GSW,"Sat, Mar 11, 2023",GSW,MIL,Golden State Warriors,Milwaukee Bucks,125,116,9,Home,101.1,True,2023
202303130GSW,"Mon, Mar 13, 2023",GSW,PHO,Golden State Warriors,Phoenix Suns,123,112,11,Home,98.4,True,2023
202303150LAC,"Wed, Mar 15, 2023",LAC,GSW,Los Angeles Clippers,Golden State Warriors,134,126,8,Home,99.2,True,2023
202303170ATL,"Fri, Mar 17, 2023",ATL,GSW,Atlanta Hawks,Golden State Warriors,127,119,8,Home,105.2,True,2023
202303180MEM,"Sat, Mar 18, 2023",MEM,GSW,Memphis Grizzlies,Golden State Warriors,133,119,14,Home,96.3,True,2023
202303220DAL,"Wed, Mar 22, 2023",DAL,GSW,Dallas Mavericks,Golden State Warriors,125,127,-2,Home,98.6,True,2023
202303240GSW,"Fri, Mar 24, 2023",GSW,PHI,Golden State Warriors,Philadelphia 76ers,120,112,8,Home,97.5,True,2023
202303260GSW,"Sun, Mar 26, 2023",GSW,MIN,Golden State Warriors,Minnesota Timberwolves,96,99,-3,Home,97.0,True,2023
202303280GSW,"Tue, Mar 28, 2023",GSW,NOP,Golden State Warriors,New Orleans Pelicans,120,109,11,Home,98.2,True,2023
202304020DEN,"Sun, Apr 2, 2023",DEN,GSW,Denver Nuggets,Golden State Warriors,112,110,2,Home,98.4,True,2023
202304040GSW,"Tue, Apr 4, 2023",GSW,OKC,Golden State Warriors,Oklahoma City Thunder,136,125,11,Home,100.3,True,2023
202304070SAC,"Fri, Apr 7, 2023",SAC,GSW,Sacramento Kings,Golden State Warriors,97,119,-22,Home,97.7,True,2023
202304090POR,"Sun, Apr 9, 2023",POR,GSW,Portland Trail Blazers,Golden State Warriors,101,157,-56,Home,109.1,True,2023
202304150SAC,"Sat, Apr 15, 2023",SAC,GSW,Sacramento Kings,Golden State Warriors,126,123,3,Home,104.4,True,2023
202304170SAC,"Mon, Apr 17, 2023",SAC,GSW,Sacramento Kings,Golden State Warriors,114,106,8,Home,100.7,True,2023
202304200GSW,"Thu, Apr 20, 2023",GSW,SAC,Golden State Warriors,Sacramento Kings,114,97,17,Home,100.9,True,2023
202304230GSW,"Sun, Apr 23, 2023",GSW,SAC,Golden State Warriors,Sacramento Kings,126,125,1,Home,102.9,True,2023
202304260SAC,"Wed, Apr 26, 2023",SAC,GSW,Sacramento Kings,Golden State Warriors,116,123,-7,Home,105.2,True,2023
202304280GSW,"Fri, Apr 28, 2023",GSW,SAC,Golden State Warriors,Sacramento Kings,99,118,-19,Home,104.5,True,2023
202304300SAC,"Sun, Apr 30, 2023",SAC,GSW,Sacramento Kings,Golden State Warriors,100,120,-20,Home,97.7,True,2023
202305020GSW,"Tue, May 2, 2023",GSW,LAL,Golden State Warriors,Los Angeles Lakers,112,117,-5,Home,98.2,True,2023
202305040GSW,"Thu, May 4, 2023",GSW,LAL,Golden State Warriors,Los Angeles Lakers,127,100,27,Home,100.6,True,2023
202305060LAL,"Sat, May 6, 2023",LAL,GSW,Los Angeles Lakers,Golden State Warriors,127,97,30,Home,100.3,True,2023
202305080LAL,"Mon, May 8, 2023",LAL,GSW,Los Angeles Lakers,Golden State Warriors,104,101,3,Home,97.1,True,2023
202305100GSW,"Wed, May 10, 2023",GSW,LAL,Golden State Warriors,Los Angeles Lakers,121,106,15,Home,100.4,True,2023
202305120LAL,"Fri, May 12, 2023",LAL,GSW,Los Angeles Lakers,Golden State Warriors,122,101,21,Home,93.8,True,2023
202210210CHO,"Fri, Oct 21, 2022",CHO,NOP,Charlotte Hornets,New Orleans Pelicans,112,124,-12,Home,101.6,True,2023
202210230ATL,"Sun, Oct 23, 2022",ATL,CHO,Atlanta Hawks,Charlotte Hornets,109,126,-17,Home,100.2,True,2023
202210260NYK,"Wed, Oct 26, 2022",NYK,CHO,New York Knicks,Charlotte Hornets,134,131,3,Home,101.3,True,2023
202210310CHO,"Mon, Oct 31, 2022",CHO,SAC,Charlotte Hornets,Sacramento Kings,108,115,-7,Home,102.8,True,2023
202211020CHI,"Wed, Nov 2, 2022",CHI,CHO,Chicago Bulls,Charlotte Hornets,106,88,18,Home,100.4,True,2023
202211040MEM,"Fri, Nov 4, 2022",MEM,CHO,Memphis Grizzlies,Charlotte Hornets,130,99,31,Home,103.7,True,2023
202211050CHO,"Sat, Nov 5, 2022",CHO,BRK,Charlotte Hornets,Brooklyn Nets,94,98,-4,Home,93.3,True,2023
202211070CHO,"Mon, Nov 7, 2022",CHO,WAS,Charlotte Hornets,Washington Wizards,100,108,-8,Home,96.4,True,2023
202211090CHO,"Wed, Nov 9, 2022",CHO,POR,Charlotte Hornets,Portland Trail Blazers,95,105,-10,Home,91.1,True,2023
202211100MIA,"Thu, Nov 10, 2022",MIA,CHO,Miami Heat,Charlotte Hornets,117,112,5,Home,95.8,True,2023
202211120MIA,"Sat, Nov 12, 2022",MIA,CHO,Miami Heat,Charlotte Hornets,132,115,17,Home,103.6,True,2023
202211160CHO,"Wed, Nov 16, 2022",CHO,IND,Charlotte Hornets,Indiana Pacers,113,125,-12,Home,99.1,True,2023
202211180CLE,"Fri, Nov 18, 2022",CLE,CHO,Cleveland Cavaliers,Charlotte Hornets,132,122,10,Home,95.1,True,2023
202211200WAS,"Sun, Nov 20, 2022",WAS,CHO,Washington Wizards,Charlotte Hornets,106,102,4,Home,102.0,True,2023
202211230CHO,"Wed, Nov 23, 2022",CHO,PHI,Charlotte Hornets,Philadelphia 76ers,107,101,6,Home,102.9,True,2023
202211250CHO,"Fri, Nov 25, 2022",CHO,MIN,Charlotte Hornets,Minnesota Timberwolves,110,108,2,Home,104.6,True,2023
202211280BOS,"Mon, Nov 28, 2022",BOS,CHO,Boston Celtics,Charlotte Hornets,140,105,35,Home,97.7,True,2023
202212020CHO,"Fri, Dec 2, 2022",CHO,WAS,Charlotte Hornets,Washington Wizards,117,116,1,Home,92.6,True,2023
202212030CHO,"Sat, Dec 3, 2022",CHO,MIL,Charlotte Hornets,Milwaukee Bucks,96,105,-9,Home,101.8,True,2023
202212050CHO,"Mon, Dec 5, 2022",CHO,LAC,Charlotte Hornets,Los Angeles Clippers,117,119,-2,Home,99.2,True,2023
202212070BRK,"Wed, Dec 7, 2022",BRK,CHO,Brooklyn Nets,Charlotte Hornets,122,116,6,Home,97.5,True,2023
202212090CHO,"Fri, Dec 9, 2022",CHO,NYK,Charlotte Hornets,New York Knicks,102,121,-19,Home,95.7,True,2023
202212110PHI,"Sun, Dec 11, 2022",PHI,CHO,Philadelphia 76ers,Charlotte Hornets,131,113,18,Home,101.4,True,2023
202212140CHO,"Wed, Dec 14, 2022",CHO,DET,Charlotte Hornets,Detroit Pistons,134,141,-7,Home,99.3,True,2023
202212160CHO,"Fri, Dec 16, 2022",CHO,ATL,Charlotte Hornets,Atlanta Hawks,106,125,-19,Home,97.7,True,2023
202212180DEN,"Sun, Dec 18, 2022",DEN,CHO,Denver Nuggets,Charlotte Hornets,119,115,4,Home,104.1,True,2023
202212190SAC,"Mon, Dec 19, 2022",SAC,CHO,Sacramento Kings,Charlotte Hornets,119,125,-6,Home,105.6,True,2023
202212210LAC,"Wed, Dec 21, 2022",LAC,CHO,Los Angeles Clippers,Charlotte Hornets,126,105,21,Home,108.3,True,2023
202212230LAL,"Fri, Dec 23, 2022",LAL,CHO,Los Angeles Lakers,Charlotte Hornets,130,134,-4,Home,104.7,True,2023
202212260POR,"Mon, Dec 26, 2022",POR,CHO,Portland Trail Blazers,Charlotte Hornets,124,113,11,Home,102.1,True,2023
202212290CHO,"Thu, Dec 29, 2022",CHO,OKC,Charlotte Hornets,Oklahoma City Thunder,121,113,8,Home,103.6,True,2023
202212310CHO,"Sat, Dec 31, 2022",CHO,BRK,Charlotte Hornets,Brooklyn Nets,106,123,-17,Home,99.9,True,2023
202301020CHO,"Mon, Jan 2, 2023",CHO,LAL,Charlotte Hornets,Los Angeles Lakers,115,121,-6,Home,109.8,True,2023
202301040CHO,"Wed, Jan 4, 2023",CHO,MEM,Charlotte Hornets,Memphis Grizzlies,107,131,-24,Home,107.9,True,2023
202301060MIL,"Fri, Jan 6, 2023",MIL,CHO,Milwaukee Bucks,Charlotte Hornets,109,138,-29,Home,98.4,True,2023
202301080IND,"Sun, Jan 8, 2023",IND,CHO,Indiana Pacers,Charlotte Hornets,116,111,5,Home,104.2,True,2023
202301100TOR,"Tue, Jan 10, 2023",TOR,CHO,Toronto Raptors,Charlotte Hornets,132,120,12,Home,93.9,True,2023
202301120TOR,"Thu, Jan 12, 2023",TOR,CHO,Toronto Raptors,Charlotte Hornets,124,114,10,Home,98.7,True,2023
202301140CHO,"Sat, Jan 14, 2023",CHO,BOS,Charlotte Hornets,Boston Celtics,106,122,-16,Home,94.5,True,2023
202301160CHO,"Mon, Jan 16, 2023",CHO,BOS,Charlotte Hornets,Boston Celtics,118,130,-12,Home,91.6,True,2023
202301210ATL,"Sat, Jan 21, 2023",ATL,CHO,Atlanta Hawks,Charlotte Hornets,118,122,-4,Home,101.5,True,2023
202301230UTA,"Mon, Jan 23, 2023",UTA,CHO,Utah Jazz,Charlotte Hornets,120,102,18,Home,101.3,True,2023
202301240PHO,"Tue, Jan 24, 2023",PHO,CHO,Phoenix Suns,Charlotte Hornets,128,97,31,Home,101.7,True,2023
202301260CHO,"Thu, Jan 26, 2023",CHO,CHI,Charlotte Hornets,Chicago Bulls,111,96,15,Home,104.3,True,2023
202301290CHO,"Sun, Jan 29, 2023",CHO,MIA,Charlotte Hornets,Miami Heat,122,117,5,Home,99.9,True,2023
202301310MIL,"Tue, Jan 31, 2023",MIL,CHO,Milwaukee Bucks,Charlotte Hornets,124,115,9,Home,111.5,True,2023
202302020CHI,"Thu, Feb 2, 2023",CHI,CHO,Chicago Bulls,Charlotte Hornets,114,98,16,Home,93.7,True,2023
202302030DET,"Fri, Feb 3, 2023",DET,CHO,Detroit Pistons,Charlotte Hornets,118,112,6,Home,105.0,True,2023
202302080WAS,"Wed, Feb 8, 2023",WAS,CHO,Washington Wizards,Charlotte Hornets,118,104,14,Home,96.1,True,2023
202302100BOS,"Fri, Feb 10, 2023",BOS,CHO,Boston Celtics,Charlotte Hornets,127,116,11,Home,104.9,True,2023
202302110CHO,"Sat, Feb 11, 2023",CHO,DEN,Charlotte Hornets,Denver Nuggets,105,119,-14,Home,104.4,True,2023
202302130CHO,"Mon, Feb 13, 2023",CHO,ATL,Charlotte Hornets,Atlanta Hawks,144,138,6,Home,107.8,True,2023
202302240MIN,"Fri, Feb 24, 2023",MIN,CHO,Minnesota Timberwolves,Charlotte Hornets,113,121,-8,Home,104.7,True,2023
202302250CHO,"Sat, Feb 25, 2023",CHO,MIA,Charlotte Hornets,Miami Heat,108,103,5,Home,101.2,True,2023
202302270CHO,"Mon, Feb 27, 2023",CHO,DET,Charlotte Hornets,Detroit Pistons,117,106,11,Home,100.2,True,2023
202303010CHO,"Wed, Mar 1, 2023",CHO,PHO,Charlotte Hornets,Phoenix Suns,91,105,-14,Home,100.0,True,2023
202303050BRK,"Sun, Mar 5, 2023",BRK,CHO,Brooklyn Nets,Charlotte Hornets,102,86,16,Home,97.3,True,2023
202303070NYK,"Tue, Mar 7, 2023",NYK,CHO,New York Knicks,Charlotte Hornets,105,112,-7,Home,92.6,True,2023
202303090DET,"Thu, Mar 9, 2023",DET,CHO,Detroit Pistons,Charlotte Hornets,103,113,-10,Home,97.3,True,2023
202303110CHO,"Sat, Mar 11, 2023",CHO,UTA,Charlotte Hornets,Utah Jazz,111,119,-8,Home,98.1,True,2023
202303120CHO,"Sun, Mar 12, 2023",CHO,CLE,Charlotte Hornets,Cleveland Cavaliers,108,114,-6,Home,99.4,True,2023
202303140CHO,"Tue, Mar 14, 2023",CHO,CLE,Charlotte Hornets,Cleveland Cavaliers,104,120,-16,Home,94.1,True,2023
202303170CHO,"Fri, Mar 17, 2023",CHO,PHI,Charlotte Hornets,Philadelphia 76ers,82,121,-39,Home,100.1,True,2023
202303200CHO,"Mon, Mar 20, 2023",CHO,IND,Charlotte Hornets,Indiana Pacers,115,109,6,Home,101.6,True,2023
202303230NOP,"Thu, Mar 23, 2023",NOP,CHO,New Orleans Pelicans,Charlotte Hornets,115,96,19,Home,101.6,True,2023
202303240DAL,"Fri, Mar 24, 2023",DAL,CHO,Dallas Mavericks,Charlotte Hornets,109,117,-8,Home,98.7,True,2023
202303260CHO,"Sun, Mar 26, 2023",CHO,DAL,Charlotte Hornets,Dallas Mavericks,110,104,6,Home,96.8,True,2023
202303280OKC,"Tue, Mar 28, 2023",OKC,CHO,Oklahoma City Thunder,Charlotte Hornets,134,137,-3,Home,110.2,True,2023
202303310CHO,"Fri, Mar 31, 2023",CHO,CHI,Charlotte Hornets,Chicago Bulls,91,121,-30,Home,95.4,True,2023
202304020CHO,"Sun, Apr 2, 2023",CHO,TOR,Charlotte Hornets,Toronto Raptors,108,128,-20,Home,95.8,True,2023
202304040CHO,"Tue, Apr 4, 2023",CHO,TOR,Charlotte Hornets,Toronto Raptors,100,120,-20,Home,94.5,True,2023
202304090CLE,"Sun, Apr 9, 2023",CLE,CHO,Cleveland Cavaliers,Charlotte Hornets,95,106,-11,Home,99.4,True,2023
202210190SAC,"Wed, Oct 19, 2022",SAC,POR,Sacramento Kings,Portland Trail Blazers,108,115,-7,Home,101.2,True,2023
202210220SAC,"Sat, Oct 22, 2022",SAC,LAC,Sacramento Kings,Los Angeles Clippers,109,111,-2,Home,97.1,True,2023
202210270SAC,"Thu, Oct 27, 2022",SAC,MEM,Sacramento Kings,Memphis Grizzlies,110,125,-15,Home,96.9,True,2023
202210290SAC,"Sat, Oct 29, 2022",SAC,MIA,Sacramento Kings,Miami Heat,119,113,6,Home,99.6,True,2023
202211020MIA,"Wed, Nov 2, 2022",MIA,SAC,Miami Heat,Sacramento Kings,110,107,3,Home,97.1,True,2023
202211090SAC,"Wed, Nov 9, 2022",SAC,CLE,Sacramento Kings,Cleveland Cavaliers,127,120,7,Home,96.7,True,2023
202211110LAL,"Fri, Nov 11, 2022",LAL,SAC,Los Angeles Lakers,Sacramento Kings,114,120,-6,Home,97.5,True,2023
202211150SAC,"Tue, Nov 15, 2022",SAC,BRK,Sacramento Kings,Brooklyn Nets,153,121,32,Home,108.6,True,2023
202211200SAC,"Sun, Nov 20, 2022",SAC,DET,Sacramento Kings,Detroit Pistons,137,129,8,Home,99.9,True,2023
202211220MEM,"Tue, Nov 22, 2022",MEM,SAC,Memphis Grizzlies,Sacramento Kings,109,113,-4,Home,107.3,True,2023
202211230ATL,"Wed, Nov 23, 2022",ATL,SAC,Atlanta Hawks,Sacramento Kings,115,106,9,Home,103.7,True,2023
202211250BOS,"Fri, Nov 25, 2022",BOS,SAC,Boston Celtics,Sacramento Kings,122,104,18,Home,100.6,True,2023
202211280SAC,"Mon, Nov 28, 2022",SAC,PHO,Sacramento Kings,Phoenix Suns,117,122,-5,Home,102.6,True,2023
202211300SAC,"Wed, Nov 30, 2022",SAC,IND,Sacramento Kings,Indiana Pacers,137,114,23,Home,113.3,True,2023
202212030LAC,"Sat, Dec 3, 2022",LAC,SAC,Los Angeles Clippers,Sacramento Kings,96,123,-27,Home,100.8,True,2023
202212040SAC,"Sun, Dec 4, 2022",SAC,CHI,Sacramento Kings,Chicago Bulls,110,101,9,Home,103.5,True,2023
202212070MIL,"Wed, Dec 7, 2022",MIL,SAC,Milwaukee Bucks,Sacramento Kings,126,113,13,Home,94.7,True,2023
202212090CLE,"Fri, Dec 9, 2022",CLE,SAC,Cleveland Cavaliers,Sacramento Kings,95,106,-11,Home,94.1,True,2023
