boxscore_id,date,team_abbr,opponent_abbr,team_name,opponent_name,team_score,opponent_score,margin,location,pace,completed,year
201112260ORL,"Mon, Dec 26, 2011",ORL,HOU,Orlando Magic,Houston Rockets,104,95,9,Home,88.3,True,2012
201112290HOU,"Thu, Dec 29, 2011",HOU,SAS,Houston Rockets,San Antonio Spurs,105,85,20,Home,86.8,True,2012
201112300MEM,"Fri, Dec 30, 2011",MEM,HOU,Memphis Grizzlies,Houston Rockets,113,93,20,Home,99.8,True,2012
201112310HOU,"Sat, Dec 31, 2011",HOU,ATL,Houston Rockets,Atlanta Hawks,95,84,11,Home,89.4,True,2012
201201030LAL,"Tue, Jan 3, 2012",LAL,HOU,Los Angeles Lakers,Houston Rockets,108,99,9,Home,94.5,True,2012
201201040LAC,"Wed, Jan 4, 2012",LAC,HOU,Los Angeles Clippers,Houston Rockets,117,89,28,Home,93.4,True,2012
201201060OKC,"Fri, Jan 6, 2012",OKC,HOU,Oklahoma City Thunder,Houston Rockets,109,94,15,Home,90.6,True,2012
201201070HOU,"Sat, Jan 7, 2012",HOU,OKC,Houston Rockets,Oklahoma City Thunder,95,98,-3,Home,87.2,True,2012
201201100CHA,"Tue, Jan 10, 2012",CHA,HOU,Charlotte Bobcats,Houston Rockets,70,82,-12,Home,93.8,True,2012
201201110SAS,"Wed, Jan 11, 2012",SAS,HOU,San Antonio Spurs,Houston Rockets,101,95,6,Home,84.4,True,2012
201201130HOU,"Fri, Jan 13, 2012",HOU,SAC,Houston Rockets,Sacramento Kings,103,89,14,Home,89.8,True,2012
201201140HOU,"Sat, Jan 14, 2012",HOU,POR,Houston Rockets,Portland Trail Blazers,107,105,2,Home,88.4,True,2012
201201160WAS,"Mon, Jan 16, 2012",WAS,HOU,Washington Wizards,Houston Rockets,106,114,-8,Home,92.4,True,2012
201201170HOU,"Tue, Jan 17, 2012",HOU,DET,Houston Rockets,Detroit Pistons,97,80,17,Home,86.0,True,2012
201201190HOU,"Thu, Jan 19, 2012",HOU,NOH,Houston Rockets,New Orleans Hornets,90,88,2,Home,86.3,True,2012
201201210HOU,"Sat, Jan 21, 2012",HOU,SAS,Houston Rockets,San Antonio Spurs,105,102,3,Home,92.4,True,2012
201201230MIN,"Mon, Jan 23, 2012",MIN,HOU,Minnesota Timberwolves,Houston Rockets,92,107,-15,Home,100.2,True,2012
201201250HOU,"Wed, Jan 25, 2012",HOU,MIL,Houston Rockets,Milwaukee Bucks,99,105,-6,Home,94.7,True,2012
201201270HOU,"Fri, Jan 27, 2012",HOU,WAS,Houston Rockets,Washington Wizards,103,76,27,Home,97.7,True,2012
201201280HOU,"Sat, Jan 28, 2012",HOU,NYK,Houston Rockets,New York Knicks,97,84,13,Home,92.5,True,2012
201201300HOU,"Mon, Jan 30, 2012",HOU,MIN,Houston Rockets,Minnesota Timberwolves,108,120,-12,Home,96.3,True,2012
201202010SAS,"Wed, Feb 1, 2012",SAS,HOU,San Antonio Spurs,Houston Rockets,99,91,8,Home,90.8,True,2012
201202030HOU,"Fri, Feb 3, 2012",HOU,PHO,Houston Rockets,Phoenix Suns,99,81,18,Home,94.3,True,2012
201202040MIN,"Sat, Feb 4, 2012",MIN,HOU,Minnesota Timberwolves,Houston Rockets,100,91,9,Home,92.4,True,2012
201202060DEN,"Mon, Feb 6, 2012",DEN,HOU,Denver Nuggets,Houston Rockets,90,99,-9,Home,99.6,True,2012
201202080POR,"Wed, Feb 8, 2012",POR,HOU,Portland Trail Blazers,Houston Rockets,96,103,-7,Home,95.7,True,2012
201202090PHO,"Thu, Feb 9, 2012",PHO,HOU,Phoenix Suns,Houston Rockets,89,96,-7,Home,86.1,True,2012
201202120GSW,"Sun, Feb 12, 2012",GSW,HOU,Golden State Warriors,Houston Rockets,106,97,9,Home,93.8,True,2012
201202140MEM,"Tue, Feb 14, 2012",MEM,HOU,Memphis Grizzlies,Houston Rockets,93,83,10,Home,86.0,True,2012
201202150HOU,"Wed, Feb 15, 2012",HOU,OKC,Houston Rockets,Oklahoma City Thunder,96,95,1,Home,95.9,True,2012
201202170HOU,"Fri, Feb 17, 2012",HOU,MIN,Houston Rockets,Minnesota Timberwolves,98,111,-13,Home,90.5,True,2012
201202190HOU,"Sun, Feb 19, 2012",HOU,UTA,Houston Rockets,Utah Jazz,101,85,16,Home,83.5,True,2012
201202200HOU,"Mon, Feb 20, 2012",HOU,MEM,Houston Rockets,Memphis Grizzlies,97,93,4,Home,84.9,True,2012
201202220HOU,"Wed, Feb 22, 2012",HOU,PHI,Houston Rockets,Philadelphia 76ers,93,87,6,Home,93.8,True,2012
201202280HOU,"Tue, Feb 28, 2012",HOU,TOR,Houston Rockets,Toronto Raptors,88,85,3,Home,88.9,True,2012
201202290UTA,"Wed, Feb 29, 2012",UTA,HOU,Utah Jazz,Houston Rockets,104,83,21,Home,93.2,True,2012
201203020HOU,"Fri, Mar 2, 2012",HOU,DEN,Houston Rockets,Denver Nuggets,105,117,-12,Home,91.5,True,2012
201203040HOU,"Sun, Mar 4, 2012",HOU,LAC,Houston Rockets,Los Angeles Clippers,103,105,-2,Home,86.0,True,2012
201203060BOS,"Tue, Mar 6, 2012",BOS,HOU,Boston Celtics,Houston Rockets,97,92,5,Home,90.1,True,2012
201203070TOR,"Wed, Mar 7, 2012",TOR,HOU,Toronto Raptors,Houston Rockets,116,98,18,Home,92.8,True,2012
201203100NJN,"Sat, Mar 10, 2012",NJN,HOU,New Jersey Nets,Houston Rockets,106,112,-6,Home,83.6,True,2012
201203110CLE,"Sun, Mar 11, 2012",CLE,HOU,Cleveland Cavaliers,Houston Rockets,118,107,11,Home,96.8,True,2012
201203130OKC,"Tue, Mar 13, 2012",OKC,HOU,Oklahoma City Thunder,Houston Rockets,103,104,-1,Home,90.8,True,2012
201203140HOU,"Wed, Mar 14, 2012",HOU,CHA,Houston Rockets,Charlotte Bobcats,107,87,20,Home,96.8,True,2012
201203170LAC,"Sat, Mar 17, 2012",LAC,HOU,Los Angeles Clippers,Houston Rockets,95,91,4,Home,87.0,True,2012
