team,rating,year
OKC,4.964178879923358,2014
SAS,9.529476477449796,2014
BRK,0.19329888269498258,2014
ORL,-7.1529583676214,2014
UTA,-8.548414184849507,2014
MIA,1.3693697733414618,2014
MEM,2.4062652055713816,2014
CHI,0.716678936421177,2014
TOR,0.37354723911874244,2014
LAL,-4.33074267660812,2014
BOS,-6.990265159985105,2014
MIN,-2.4023593518145656,2014
MIL,-8.13769209577062,2014
WAS,0.15779218437887246,2014
POR,0.8246602875122238,2014
ATL,-1.6323716774747135,2014
NYK,2.926960639178427,2014
CHA,-0.5159868125802477,2014
HOU,2.010204687834656,2014
GSW,3.1544136840842376,2014
NOP,-3.022279157645781,2014
PHI,-8.06243053455672,2014
PHO,3.0277123459794106,2014
IND,-1.9965503555550148,2014
SAC,-3.420456778775851,2014
DAL,4.337640978768467,2014
DET,-5.969098399906749,2014
DEN,-0.25515287519125257,2014
LAC,4.655645746199546,2014
CLE,-0.5015188645972758,2014
CHO,-0.5159868125802477,2014
