team,rating,year
WAS,-2.8534719465653318,2018
MIL,0.1577798987334265,2018
IND,2.6900592389502354,2018
UTA,6.938274629118892,2018
BOS,1.7847947878370216,2018
LAL,0.10001797659666364,2018
MEM,-7.2638068566024,2018
PHI,6.446534651302691,2018
NYK,-7.270995663333223,2018
PHO,-9.762011810151193,2018
DET,-0.45425306384452946,2018
TOR,1.267480413958925,2018
ORL,-6.605227447321819,2018
CLE,0.7163752083540832,2018
GSW,4.608712208006003,2018
OKC,3.8176111007404208,2018
CHI,-9.02385126048138,2018
LAC,-1.9902825627891465,2018
ATL,-6.89336980245396,2018
SAS,1.0055113643783045,2018
POR,3.4079066729385135,2018
HOU,5.960526149326968,2018
DAL,-5.118365419320861,2018
NOP,3.3363969665967916,2018
SAC,-4.0336916362313175,2018
DEN,1.9544828396572425,2018
MIN,-0.8155897424632951,2018
BRK,-2.9492030124379314,2018
MIA,-0.4261433656284038,2018
CHO,-2.938922763619164,2018
