team,rating,year
OKC,0.2515746781454242,2015
UTA,0.7253101195405091,2015
NYK,-10.234347412041625,2015
LAL,-9.477264392684138,2015
DEN,0.3750758174397655,2015
CLE,6.2676878172037895,2015
DET,-1.049666681488177,2015
ORL,-7.376215392491106,2015
NOP,2.4512514478145513,2015
BRK,-3.6131374763787387,2015
ATL,0.4776892366159191,2015
HOU,3.7524745731228593,2015
DAL,-0.4417767146605684,2015
SAS,9.175814268520565,2015
WAS,1.6972302294527175,2015
SAC,-4.252824494803504,2015
CHI,2.019760775829893,2015
MEM,3.108118467371067,2015
MIN,-12.208677871455802,2015
BOS,2.061336203252914,2015
IND,-0.9701470635041218,2015
PHO,-4.848286523841083,2015
CHO,-7.195764737126986,2015
TOR,-2.2334938874480392,2015
PHI,-7.163161626131776,2015
POR,0.21246476394436983,2015
LAC,6.782853391560132,2015
MIA,-3.1479609901137464,2015
GSW,9.511297705788936,2015
MIL,-3.148040457828593,2015
