team,rating,year
ORL,1.213027293892491,2019
IND,-3.6627242683222803,2019
OKC,0.9048965698956064,2019
LAC,-0.9117653907608173,2019
HOU,7.658199088407613,2019
UTA,4.449100009711732,2019
WAS,-5.907728706734652,2019
DEN,2.1167893854390054,2019
GSW,6.254667733917309,2019
PHO,-9.04129829264588,2019
CHO,-1.0518826988734553,2019
MIN,-5.880940655784712,2019
DAL,-2.0320776669097733,2019
SAS,2.875606851001767,2019
MIA,0.6942744403557776,2019
NOP,-10.669947914325348,2019
DET,-2.884151491937452,2019
PHI,2.775961707260899,2019
CLE,-6.443244048045263,2019
LAL,-3.241107811482806,2019
MIL,7.322366720848766,2019
NYK,-12.261478959187652,2019
TOR,7.19026808486616,2019
ATL,-2.5057619139917526,2019
BOS,0.24158186760333128,2019
CHI,-12.026231415519883,2019
MEM,-2.7765503476493136,2019
POR,2.80692108168159,2019
BRK,0.32383847476390876,2019
SAC,-2.7275953162290323,2019
