team,rating,year
TOR,-4.390316876775816,2021
SAS,0.7189473537709565,2021
UTA,2.8983884822132673,2021
HOU,-8.210359619956362,2021
WAS,1.438404924468467,2021
MIN,-1.1619172981950945,2021
BRK,5.488217801937743,2021
PHI,5.50711094209864,2021
CHI,-2.6484637537364626,2021
DET,-9.978591413909651,2021
DAL,0.011669556615672741,2021
POR,4.739158419893027,2021
SAC,-1.594471383787819,2021
BOS,-2.3161855106534426,2021
PHO,5.099552771665183,2021
MEM,-0.0975592578155054,2021
IND,-3.6451848214138622,2021
NYK,2.8136366240623154,2021
NOP,-0.2885149346972097,2021
OKC,-10.945953951600126,2021
CHO,-8.161216057165133,2021
ATL,2.7599393319100165,2021
GSW,4.001092736886393,2021
LAL,-1.298613244197887,2021
CLE,-11.383961346982336,2021
MIL,5.950614458454724,2021
LAC,4.318319599559157,2021
DEN,2.5021595590380086,2021
ORL,-12.271866808760038,2021
MIA,-0.6992605825849132,2021
