team,rating,year
PHI,-0.4346865730415588,2011
PHO,-2.5244952833779686,2011
WAS,-8.763175609713514,2011
HOU,3.451041880063902,2011
MIN,-7.9380319319375,2011
UTA,-5.155966349714847,2011
ORL,1.7454630257726427,2011
IND,-3.752371419124926,2011
POR,3.0818899090156737,2011
ATL,-3.856481363509979,2011
DET,-3.19286093441577,2011
SAC,-2.874652856366617,2011
NOH,-1.9131159391647823,2011
NYK,-1.7919670269496715,2011
MEM,3.9089143121250314,2011
DAL,6.806769837825199,2011
CLE,-7.547255489068701,2011
NJN,-8.329852182184299,2011
BOS,1.2225221345178219,2011
MIA,5.982102198376813,2011
OKC,6.309876804345402,2011
SAS,1.5804484801638397,2011
TOR,-6.709778596221563,2011
GSW,-0.04674739479156946,2011
CHI,4.590069860055866,2011
CHA,-7.216673664208837,2011
LAL,4.004572726259925,2011
MIL,-0.49013469150602096,2011
DEN,6.220015936119099,2011
LAC,-1.4402663255865389,2011
