team,rating,year
OKC,0.30083525511112724,2017
UTA,3.214642708781519,2017
CHI,-1.7623220269094484,2017
ATL,-1.7215302735240334,2017
MEM,-3.2472418285958113,2017
DEN,4.731326646536222,2017
DAL,-4.793418376456595,2017
HOU,2.5804855323082183,2017
PHO,-7.924147975565161,2017
LAL,-5.629990846822887,2017
CLE,4.0553452015540365,2017
TOR,1.1689363971017275,2017
CHO,-1.6506809787975276,2017
SAC,-5.732981393357656,2017
MIN,-1.9368674932407917,2017
MIL,-0.5762912253874504,2017
PHI,-5.406008780916579,2017
MIA,2.9136281272861586,2017
WAS,0.2638488129767483,2017
BRK,-3.137651786153167,2017
NOP,2.226997369538198,2017
DET,-4.316859141191661,2017
ORL,-7.177956770149626,2017
BOS,0.6196655398110682,2017
IND,0.7706355321103758,2017
GSW,10.090844391173992,2017
POR,2.4261346249237614,2017
LAC,4.2063341722559615,2017
SAS,2.534992334638193,2017
NYK,-5.892678096578954,2017
